yyyymm,Month,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
200106,6,1224.42,15.686,36.79,0.125209433,0.0349,0.0718,0.0797,0.059,0.005041314,0.002908333,0.001688239,0.0085,0.0055,0.001508369,-0.001592206,-0.024506,-0.025183
200107,7,1211.23,15.7027,33.9633,0.124966583,0.0351,0.0713,0.0797,0.0561,0.007914626,0.002925,-0.002808989,0.0376,0.0361,0.002899595,-0.00202705,-0.009317,-0.010248
200108,8,1133.58,15.7193,31.1367,0.132164144,0.0336,0.0702,0.0785,0.0546,0.009919689,0.0028,0,0.0206,0.0156,0.002221486,-0.002641267,-0.063435,-0.064933
200109,9,1040.94,15.736,28.31,0.148628588,0.0264,0.0717,0.0803,0.0542,0.008653075,0.0022,0.004507042,0.0081,-0.0152,0.007167587,-0.001822915,-0.080361,-0.081352
200110,10,1059.78,15.7373,27.1033,0.1449014,0.0216,0.0703,0.0791,0.0506,0.010751014,0.0018,-0.003365115,0.0464,0.0437,0.003249758,-0.00133474,0.01954,0.018546
200111,11,1139.45,15.7387,25.8967,0.133481367,0.0187,0.0697,0.0781,0.0553,0.011163987,0.001558333,-0.001688239,-0.0471,-0.0188,0.002189351,-0.00105988,0.078787,0.077259
200112,12,1148.08,15.74,24.69,0.131217846,0.0169,0.0677,0.0805,0.0575,0.013468982,0.001408333,-0.003945885,-0.0183,-0.009,0.001797955,-0.001336167,0.009051,0.007849
200201,1,1130.2,15.7367,24.6933,0.132560549,0.0165,0.0655,0.0787,0.0569,0.011195361,0.001375,0.002263724,0.0138,0.0175,0.002183889,-0.002004245,-0.014324,-0.01532
200202,2,1106.73,15.7333,24.6967,0.130119086,0.0173,0.0651,0.0789,0.0563,0.012503174,0.001441667,0.003952569,0.0115,0.013,0.002567832,-0.001820755,-0.019481,-0.020973
200203,3,1147.39,15.73,24.7,0.236833402,0.0179,0.0681,0.0811,0.0604,0.01376413,0.001491667,0.005624297,-0.0436,-0.0295,0.002014824,-0.00223859,0.037572,0.03669
200204,4,1076.92,15.833,25.38,0.247732313,0.0172,0.0676,0.0803,0.0575,0.015112368,0.001433333,0.005592841,0.041,0.0253,0.002319717,-0.002047518,-0.061001,-0.061826
200205,5,1067.14,15.936,26.06,0.248255614,0.0173,0.0675,0.0809,0.0578,0.022287913,0.001441667,0,0.0015,0.0113,0.004101625,-0.002141779,-0.0078,-0.009438
200206,6,989.81,16.039,26.74,0.266572502,0.017,0.0663,0.0795,0.0566,0.027534765,0.001416667,0.000556174,0.0187,0.0073,0.003707969,-0.002606791,-0.071349,-0.072611
200207,7,911.62,15.959,27.84,0.282032195,0.0168,0.0653,0.079,0.0544,0.028454262,0.0014,0.001111729,0.0303,0.0094,0.015342791,-0.002420535,-0.073987,-0.075074
200208,8,916.07,15.879,28.94,0.284411556,0.0162,0.0637,0.0758,0.051,0.024755282,0.00135,0.003331483,0.0464,0.0452,0.009409278,-0.002908499,0.007061,0.005401
200209,9,815.29,15.799,30.04,0.324555156,0.0163,0.0615,0.074,0.048,0.029308089,0.001358333,0.00166021,0.0417,0.033,0.007366061,-0.003212615,-0.108965,-0.110421
200210,10,885.76,15.8907,29.2233,0.293437064,0.0158,0.0632,0.0773,0.0508,0.025678597,0.001316667,0.001657459,-0.0294,-0.024,0.011589679,-0.003753366,0.088599,0.087103
200211,11,936.31,15.9823,28.4067,0.276975499,0.0123,0.0631,0.0762,0.0521,0.022913898,0.001025,0,-0.0122,0.013,0.004449081,-0.004166387,0.059019,0.057288
200212,12,879.82,16.074,27.59,0.295385896,0.0119,0.0621,0.0745,0.0484,0.025738128,0.000991667,-0.002206288,0.0507,0.0361,0.00263948,-0.004144305,-0.058834,-0.060464
200301,1,855.7,16.124,28.5,0.305942307,0.0117,0.0617,0.0735,0.0495,0.028295502,0.000975,0.004422333,-0.0106,0.0021,0.005167513,,-0.026579,-0.02786
200302,2,841.15,16.174,29.41,0.312251321,0.0117,0.0595,0.0706,0.0472,0.027915401,0.000975,0.007705008,0.0329,0.0264,0.00256416,,-0.015246,-0.017225
200303,3,848.18,16.224,30.32,0.286117701,0.0113,0.0589,0.0695,0.0486,0.024101209,0.000941667,0.006007646,-0.0135,-0.008,0.006136133,,0.010308,0.008967
200304,4,916.92,16.2043,31.73,0.269654031,0.0113,0.0574,0.0685,0.0481,0.01996979,0.000941667,-0.002171553,0.0102,0.0229,0.003064828,,0.082774,0.081462
200305,5,963.59,16.1847,33.14,0.258375506,0.0107,0.0522,0.0638,0.0436,0.006443521,0.000891667,-0.001632209,0.0592,0.0471,0.002228351,,0.053251,0.051508
200306,6,974.51,16.165,34.55,0.254488337,0.0092,0.0497,0.0619,0.0452,0.001255941,0.000766667,0.001089918,-0.0154,-0.0143,0.001997741,,0.012816,0.011351
200307,7,990.31,16.3053,35.8933,0.247643335,0.009,0.0549,0.0662,0.0542,0.000265293,0.00075,0.001088732,-0.0982,-0.0881,0.002046059,,0.017932,0.016505
200308,8,1008.01,16.4457,37.2367,0.242856073,0.0095,0.0588,0.0701,0.0532,0.002913624,0.000791667,0.003806417,0.0166,0.0219,0.000966025,,0.019597,0.018014
200309,9,995.97,16.586,38.58,0.246541783,0.0094,0.0572,0.0679,0.049,0.007321322,0.000783333,0.003250271,0.0546,0.0503,0.001869122,,-0.010737,-0.012107
200310,10,1050.71,16.8523,41.9667,0.233308967,0.0092,0.057,0.0673,0.0518,0.007210615,0.000766667,-0.001079914,-0.0283,-0.0203,0.001407576,,0.05556,0.05397
200311,11,1058.2,17.1187,45.3533,0.233754152,0.0093,0.0565,0.0666,0.0519,0.010000579,0.000775,-0.002702703,-0.0027,0.0052,0.000919633,,0.009259,0.007606
200312,12,1111.92,17.385,48.74,0.218739865,0.009,0.0562,0.066,0.0511,0.006946144,0.00075,-0.001084011,0.0139,0.0139,0.000893699,,0.05178,0.050107
200401,1,1131.13,17.598,49.8267,0.218027721,0.0088,0.0554,0.0644,0.0499,0.006845975,0.000733333,0.004883342,0.0187,0.0187,0.000978819,,0.019078,0.017991
200402,2,1144.94,17.811,50.9133,0.21605322,0.0093,0.055,0.0627,0.0483,0.009327464,0.000775,0.005399568,0.023,0.0178,0.000610712,,0.014403,0.012716
200403,3,1126.21,18.024,52,0.281731466,0.0094,0.0533,0.0611,0.0474,0.012245644,0.000783333,0.006444683,0.0141,0.0118,0.001981263,,-0.014982,-0.016267
200404,4,1107.3,18.2167,53.3833,0.285371867,0.0094,0.0573,0.0646,0.0531,0.01373003,0.000783333,0.003201708,-0.0588,-0.0534,0.001230928,,-0.015584,-0.016719
200405,5,1120.68,18.4093,54.7667,0.286411574,0.0102,0.0604,0.0675,0.0539,0.016285651,0.00085,0.005851064,-0.0051,-0.0071,0.000977626,,0.013629,0.012024
200406,6,1140.84,18.602,56.15,0.279631603,0.0127,0.0601,0.0678,0.0532,0.014447596,0.001058333,0.003172924,0.0121,0.0093,0.000770751,,0.019488,0.018019
200407,7,1101.72,18.789,56.69,0.28778831,0.0133,0.0582,0.0662,0.0523,0.014675058,0.001108333,-0.001581444,0.0155,0.0184,0.000777089,,-0.032954,-0.034111
200408,8,1104.24,18.976,57.23,0.286820616,0.0148,0.0565,0.0646,0.0493,0.014233552,0.001233333,0.000527983,0.0395,0.0395,0.001442837,,0.003807,0.002019
200409,9,1114.58,19.163,57.77,0.289485302,0.0165,0.0546,0.0627,0.0488,0.009086124,0.001375,0.002110818,0.0096,0.0101,0.00070568,,0.010817,0.009347
200410,10,1130.2,19.256,58.03,0.291009597,0.0176,0.0547,0.0621,0.0478,0.00738223,0.001466667,0.005265929,0.0154,0.0164,0.001230487,,0.014973,0.013699
200411,11,1173.82,19.349,58.29,0.279831646,0.0207,0.0552,0.062,0.0502,0.012134741,0.001725,0.000523835,-0.0234,-0.02,0.0008574,,0.040559,0.035572
200412,12,1211.92,19.442,58.55,0.270619243,0.0219,0.0547,0.0615,0.0484,0.012955421,0.001825,-0.003664922,0.025,0.0257,0.000727843,,0.033734,0.032086
200501,1,1181.27,19.703,59.1067,0.278179856,0.0233,0.0536,0.0602,0.0465,0.013540179,0.001941667,0.002101944,0.03,0.0277,0.000821397,,-0.023824,-0.024749
200502,2,1203.6,19.964,59.6633,0.271041024,0.0254,0.052,0.0582,0.0479,0.011754522,0.002116667,0.005768222,-0.0128,-0.0112,0.000834446,,0.021152,0.019015
200503,3,1180.59,20.225,60.22,0.319856889,0.0274,0.054,0.0606,0.0488,0.009090412,0.002283333,0.007820647,-0.0072,-0.0125,0.000859896,,-0.01724,-0.018729
200504,4,1156.85,20.4583,61.2333,0.329624401,0.0278,0.0533,0.0605,0.0461,0.007927881,0.002316667,0.006725298,0.0373,0.0327,0.001825871,,-0.018926,-0.020076
200505,5,1191.5,20.6917,62.2467,0.320965505,0.0284,0.0515,0.0601,0.044,0.004777413,0.002366667,-0.001027749,0.0297,0.0295,0.000859393,,0.031994,0.030156
200506,6,1191.33,20.925,63.26,0.326979057,0.0297,0.0496,0.0586,0.0429,0.005366365,0.002475,0.000514403,0.0167,0.0141,0.000542133,,0.001717,0.000139
200507,7,1234.18,21.107,64.33,0.315734275,0.0322,0.0506,0.0595,0.0456,0.004491235,0.002683333,0.004627249,-0.0288,-0.0244,0.000649913,,0.037364,0.036163
200508,8,1220.33,21.289,65.4,0.320533125,0.0344,0.0509,0.0596,0.0432,0.005417238,0.002866667,0.005117707,0.0333,0.0233,0.000696701,,-0.009159,-0.011265
200509,9,1228.81,21.471,66.47,0.31789151,0.0342,0.0513,0.0603,0.0464,0.006728309,0.00285,0.012219959,-0.0338,-0.031,0.000659899,,0.008067,0.006916
200510,10,1207.01,21.7193,67.59,0.321808187,0.0371,0.0535,0.063,0.0484,0.005760644,0.003091667,0.002012072,-0.0196,-0.0204,0.001817984,,-0.015672,-0.016697
200511,11,1249.48,21.9677,68.71,0.310914346,0.0388,0.0542,0.0639,0.0481,0.005780531,0.003233333,-0.008032129,0.0076,0.0099,0.000539896,,0.038289,0.035675
200512,12,1248.29,22.216,69.83,0.313477957,0.0389,0.0537,0.0632,0.0461,0.003076503,0.003241667,-0.004048583,0.0267,0.0225,0.000433,,-0.00006,-0.001396
200601,1,1280.08,22.4053,70.7767,0.309226258,0.0424,0.0529,0.0624,0.0474,-0.00043587,0.003533333,0.007621951,-0.0118,-0.0093,0.000975388,,0.026442,0.025424
200602,2,1280.66,22.5947,71.7233,0.305610361,0.0443,0.0535,0.0627,0.0457,0.002046846,0.003691667,0.002017146,0.0238,0.0128,0.000648551,,0.002425,0.000167
200603,3,1294.87,22.784,72.67,0.316009441,0.0451,0.0553,0.0641,0.0507,0.002160143,0.003758333,0.005535984,-0.0539,-0.0404,0.000545238,,0.012909,0.011511
200604,4,1310.61,23.0017,73.2767,0.308841978,0.046,0.0584,0.0668,0.0532,-0.003466064,0.003833333,0.008508509,-0.0247,-0.0224,0.000599801,,0.012064,0.01085
200605,5,1270.09,23.2193,73.8833,0.314340308,0.0472,0.0595,0.0675,0.0535,-0.002648098,0.003933333,0.004962779,0.001,-0.002,0.001355149,,-0.028319,-0.030519
200606,6,1270.2,23.437,74.49,0.31485029,0.0479,0.0589,0.0678,0.0531,-0.002186434,0.003991667,0.001975309,0.0092,0.0039,0.002102821,,0.001587,0.000348
200607,7,1276.66,23.6567,75.85,0.313852175,0.0495,0.0585,0.0676,0.0518,-0.002364368,0.004125,0.002957122,0.0199,0.0237,0.001451665,,0.005571,0.00451
200608,8,1303.82,23.8763,77.21,0.308461799,0.0496,0.0568,0.0659,0.0496,-0.008472994,0.004133333,0.001965602,0.0299,0.0361,0.000469238,,0.02415,0.021679
200609,9,1335.85,24.096,78.57,0.300593284,0.0481,0.0551,0.0643,0.0484,-0.00949225,0.004008333,-0.004904365,0.017,0.0183,0.000513377,,0.026487,0.025296
200610,10,1377.94,24.3587,79.55,0.290599161,0.0492,0.0551,0.0642,0.0481,-0.008929156,0.0041,-0.00542139,0.0077,0.0127,0.000450577,,0.032527,0.03142
200611,11,1400.63,24.6213,80.53,0.287241868,0.0494,0.0533,0.062,0.0467,-0.015105631,0.004116667,-0.00148662,0.0207,0.0246,0.000592203,,0.018385,0.015887
200612,12,1418.3,24.884,81.51,0.2816824,0.0485,0.0532,0.0622,0.0491,-0.015031339,0.004041667,0.001488834,-0.0236,-0.0232,0.000357509,,0.013768,0.012294
200701,1,1438.24,25.0873,82.0567,0.278144211,0.0498,0.054,0.0634,0.0502,-0.01398128,0.00415,0.003052527,-0.0102,-0.0051,0.000450485,,0.015313,0.014345
200702,2,1406.82,25.2907,82.6033,0.286148494,0.0503,0.0539,0.0628,0.0477,-0.015135316,0.004191667,0.005350368,0.0335,0.0287,0.001476815,,-0.019288,-0.021598
200703,3,1420.86,25.494,83.15,0.269050014,0.0494,0.053,0.0627,0.0493,-0.012479368,0.004116667,0.009105696,-0.0145,-0.0231,0.001587551,,0.010894,0.009679
200704,4,1482.37,25.7193,83.7402,0.254456169,0.0487,0.0547,0.0639,0.0489,-0.008904973,0.004058333,0.006496163,0.0085,0.014,0.000582144,,0.043991,0.042857
200705,5,1530.62,25.9447,84.3305,0.243911494,0.0473,0.0547,0.0639,0.051,-0.010275742,0.003941667,0.006110719,-0.02,-0.0178,0.00069655,,0.034459,0.032154
200706,6,1503.35,26.17,84.9207,0.24789561,0.0461,0.0579,0.067,0.0521,-0.011057192,0.003841667,0.001937975,-0.0091,-0.0148,0.001472429,,-0.01662,-0.017829
200707,7,1455.27,26.4393,82.8141,0.251584964,0.0482,0.0573,0.0665,0.0501,-0.015250739,0.004016667,-0.000254377,0.0284,-0.0032,0.002426262,,-0.031197,-0.032283
200708,8,1473.99,26.7087,80.7074,0.248839851,0.042,0.0579,0.0665,0.0487,-0.012193656,0.0035,-0.001833902,0.0199,0.0152,0.005134044,,0.015094,0.012859
200709,9,1526.75,26.978,78.6007,0.239207437,0.0389,0.0574,0.0659,0.0489,-0.013011135,0.003241667,0.002755907,0.0012,0.0135,0.001868431,,0.037468,0.035923
200710,10,1549.38,27.2293,74.4607,0.23861706,0.039,0.0566,0.0648,0.048,-0.017956965,0.00325,0.002139191,0.0155,0.0088,0.001682891,,0.01736,0.016292
200711,11,1481.14,27.4807,70.3207,0.248579692,0.0327,0.0544,0.064,0.0445,-0.025209614,0.002725,0.005939618,0.0468,0.0079,0.00563682,,-0.041382,-0.043581
200712,12,1468.36,27.732,66.1807,0.250582973,0.03,0.0549,0.0665,0.045,-0.04159086,0.0025,-0.000670863,-0.0029,0.0028,0.002345333,,-0.006116,-0.007903
200801,1,1378.55,27.922,64.2507,0.262754422,0.0275,0.0533,0.0654,0.0436,-0.044186507,0.002291667,0.004970577,0.0213,0.0017,0.004831799,,-0.061166,-0.062332
200802,2,1330.63,28.112,62.3207,0.270979321,0.0212,0.0553,0.0682,0.0438,-0.050636596,0.001766667,0.002904112,0.0018,-0.0071,0.003225655,,-0.031419,-0.033693
200803,3,1322.7,28.302,60.3907,0.254057567,0.0126,0.0551,0.0689,0.0432,-0.052875772,0.00105,0.008668213,0.0106,-0.0059,0.006337649,,-0.0034,-0.005054
200804,4,1385.59,28.4387,57.3838,0.243014696,0.0129,0.0555,0.0697,0.0458,-0.049831886,0.001075,0.006064778,-0.0288,0.0091,0.002903691,,0.048629,0.04749
200805,5,1400.38,28.5753,54.3769,0.246510612,0.0173,0.0557,0.0693,0.0475,-0.046379119,0.001441667,0.008420886,-0.0164,-0.0277,0.001640662,,0.012986,0.010708
200806,6,1280,28.712,51.37,0.274491388,0.0186,0.0568,0.0707,0.046,-0.048388689,0.00155,0.010076997,0.022,-0.0061,0.003425177,,-0.082819,-0.084545
200807,7,1267.38,28.7593,49.5633,0.273815655,0.0163,0.0567,0.0716,0.0465,-0.04796779,0.001358333,0.005251011,-0.0025,-0.0109,0.004465911,,-0.007306,-0.008738
200808,8,1282.83,28.8067,47.7567,0.269889246,0.0172,0.0564,0.0715,0.0449,-0.047467472,0.001433333,-0.003991562,0.0242,0.0121,0.003447891,,0.014955,0.012682
200809,9,1166.36,28.854,45.95,0.287123548,0.0113,0.0565,0.0731,0.0443,-0.050333214,0.000941667,-0.001383019,0.0112,-0.0863,0.023774695,,-0.085467,-0.087287
200810,10,968.75,28.6983,35.5933,0.334099374,0.0067,0.0628,0.0888,0.0478,-0.057679159,0.000558333,-0.010101333,-0.0383,-0.045,0.058088493,,-0.16698,-0.168455
200811,11,896.24,28.5427,25.2367,0.352867356,0.0019,0.0612,0.0921,0.0372,-0.054578046,0.000158333,-0.019152895,0.1443,0.1174,0.036257085,,-0.073512,-0.076514
200812,12,903.25,28.387,14.88,0.354984225,0.0003,0.0505,0.0843,0.0303,-0.024795418,0.000025,-0.010342474,0.0967,0.156,0.020089947,,0.011995,0.009229
200901,1,825.88,28.0097,12.2067,0.38939314,0.0013,0.0505,0.0814,0.0394,-0.025376452,0.000108333,0.004352417,-0.1124,-0.0949,0.011971097,,-0.082615,-0.084039
200902,2,735.09,27.6323,9.5333,0.441103055,0.003,0.0527,0.0808,0.0401,-0.025293993,0.00025,0.004972933,-0.0056,-0.0308,0.009961162,,-0.103588,-0.107402
200903,3,797.87,27.255,6.86,0.296528285,0.0021,0.055,0.0842,0.0355,-0.03779079,0.000175,0.002431749,0.0641,-0.0018,0.020364428,,0.087634,0.084154
200904,4,872.81,26.7013,7.0767,0.276227578,0.0016,0.0539,0.0839,0.041,-0.031389448,0.000133333,0.002496368,-0.0649,-0.003,0.007551066,,0.09423,0.09255
200905,5,919.14,26.1477,7.2933,0.265432048,0.0018,0.0554,0.0806,0.0432,-0.024806421,0.00015,0.002888764,-0.0248,0.0489,0.006381091,,0.05464,0.051848
200906,6,919.32,25.594,7.51,0.267107849,0.0018,0.0561,0.075,0.0429,-0.022540228,0.00015,0.008589892,0.0083,0.035,0.003472523,,0.002476,0.00068
200907,7,987.48,25.0297,9.1867,0.246004791,0.0018,0.0541,0.0709,0.043,-0.014190566,0.00015,-0.001585587,0.0019,0.0565,0.003771153,,0.074482,0.073101
200908,8,1020.62,24.4653,10.8633,0.23759409,0.0017,0.0526,0.0658,0.0415,-0.008173612,0.000141667,0.00224285,0.0231,0.0235,0.002177735,,0.034751,0.032255
200909,9,1057.08,23.901,12.54,0.232310024,0.0012,0.0513,0.0631,0.0403,-6.31E-05,0.0001,0.000625481,0.0176,0.0273,0.001912658,,0.036534,0.034978
200910,10,1036.19,23.4023,25.35,0.232299261,0.0007,0.0515,0.0629,0.042,0.003147293,5.83E-05,0.000963101,-0.0171,0.0016,0.003898019,,-0.018259,-0.019458
200911,11,1095.63,22.9037,38.16,0.218104872,0.0005,0.0519,0.0632,0.0406,0.007464781,4.17E-05,0.000707753,0.0208,0.0044,0.002001332,,0.060257,0.057607
200912,12,1115.1,22.405,50.97,0.216364517,0.0005,0.0526,0.0637,0.0458,0.010534175,4.17E-05,-0.001761198,-0.0584,-0.0275,0.000933454,,0.018983,0.017346
201001,1,1073.87,22.238,54.29,0.22411702,0.0006,0.0526,0.0625,0.0441,0.013350084,0.00005,0.003417474,0.0264,0.0096,0.001991705,,-0.035751,-0.036781
201002,2,1104.49,22.071,57.61,0.218518468,0.0011,0.0535,0.0634,0.0441,0.013862576,9.17E-05,0.000249207,0.0032,0.0039,0.002373256,,0.030424,0.028014
201003,3,1169.43,21.904,60.93,0.38187817,0.0015,0.0527,0.0627,0.0458,0.026336935,0.000125,0.004106284,-0.0179,0.0045,0.000633437,,0.061014,0.05943
201004,4,1186.69,21.9483,62.9867,0.376606129,0.0016,0.0529,0.0625,0.0437,0.02661712,0.000133333,0.001736885,0.0304,0.0357,0.001793867,,0.015977,0.014957
201005,5,1089.41,21.9927,65.0433,0.409002795,0.0016,0.0496,0.0605,0.0407,0.025682674,0.000133333,0.000775197,0.0437,-0.0051,0.008107791,,-0.080111,-0.082337
201006,6,1030.71,22.037,67.1,0.424176542,0.0012,0.0488,0.0623,0.0376,0.018726192,0.0001,-0.000976267,0.0446,0.0519,0.005591726,,-0.053525,-0.055115
201007,7,1101.6,22.1423,68.6867,0.396133553,0.0016,0.0472,0.0601,0.0377,0.015517881,0.000133333,0.000211043,0.0024,0.017,0.003348826,,0.070451,0.06862
201008,8,1049.33,22.2477,70.2733,0.413981619,0.0016,0.0449,0.0566,0.0327,0.011119942,0.000133333,0.001380664,0.0702,0.0473,0.002704607,,-0.045434,-0.04784
201009,9,1141.2,22.353,71.86,0.384305783,0.0015,0.0453,0.0566,0.0341,0.003239012,0.000125,0.000581736,-0.0153,-0.0144,0.002337192,,0.090383,0.088751
201010,10,1183.26,22.4783,73.69,0.372887286,0.0013,0.0468,0.0572,0.0367,0.007144136,0.000108333,0.001245199,-0.0317,-0.0203,0.001080044,,0.038726,0.037081
201011,11,1180.55,22.6037,75.52,0.376694754,0.0014,0.0487,0.0592,0.038,0.014758996,0.000116667,0.000420646,-0.0137,-0.0057,0.001737916,,-0.000051,-0.002571
201012,12,1257.64,22.729,77.35,0.358100317,0.0014,0.0502,0.061,0.0414,0.012573447,0.000116667,0.001718441,-0.0388,-0.0036,0.00083212,,0.067054,0.065249
201101,1,1286.12,22.963,78.67,0.348632224,0.0015,0.0504,0.0609,0.0432,0.015335963,0.000125,0.00476323,-0.0196,-0.0198,0.00086324,,0.023349,0.022319
201102,2,1327.22,23.197,79.99,0.339096574,0.0013,0.0522,0.0615,0.0426,0.015896172,0.000108333,0.004931365,0.0113,0.0157,0.001065549,,0.032508,0.030251
201103,3,1325.83,23.431,81.31,0.354269939,0.001,0.0513,0.0603,0.0429,0.012454603,8.33E-05,0.009751072,-0.0006,-0.0072,0.002347269,,0.000625,-0.000867
201104,4,1363.61,23.7343,82.1633,0.340696801,0.0006,0.0516,0.0602,0.0416,0.009363216,0.00005,0.00643943,0.0199,0.0239,0.000636542,,0.029441,0.028358
201105,5,1345.2,24.0377,83.0167,0.347222189,0.0004,0.0496,0.0578,0.0391,0.009095166,3.33E-05,0.004704188,0.0355,0.0257,0.000934191,,-0.011313,-0.013573
201106,6,1320.64,24.341,83.87,0.351570039,0.0004,0.0499,0.0575,0.0409,0.011719111,3.33E-05,-0.001070967,-0.0179,-0.021,0.002294749,,-0.016545,-0.018106
201107,7,1292.28,24.621,84.9067,0.359418903,0.0004,0.0493,0.0576,0.0378,0.012369536,3.33E-05,0.000886046,0.0422,0.0473,0.001830759,,-0.019828,-0.020982
201108,8,1218.89,24.901,85.9433,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012768099,1.67E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
201109,9,1131.42,25.181,86.98,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013093152,8.33E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
201110,10,1253.3,25.5957,86.97,0.365077905,0.0002,0.0398,0.0537,0.0291,0.007929168,1.67E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
201111,11,1246.96,26.0103,86.96,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.004334173,8.33E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
201112,12,1257.6,26.425,86.95,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006494089,8.33E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
201201,1,1312.41,26.7343,87.48,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013068733,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
201202,2,1365.68,27.0437,88.01,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014465084,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
201203,3,1408.47,27.353,88.54,0.346181967,0.0008,0.0399,0.0523,0.0297,-0.013771428,6.67E-05,0.007594559,-0.0302,-0.0303,0.001155302,,0.032866,0.031282
201204,4,1397.91,27.6753,88.3333,0.346140311,0.0008,0.0396,0.0519,0.0268,-0.012402348,6.67E-05,0.00302103,0.0409,0.0251,0.001627534,,-0.006034,-0.007237
201205,5,1310.33,27.9977,88.1267,0.36904736,0.0009,0.038,0.0507,0.0221,-0.016060054,0.000075,-0.001173479,0.0643,0.0344,0.001496093,,-0.05979,-0.062433
201206,6,1362.16,28.32,87.92,0.355103885,0.0009,0.0364,0.0502,0.0233,-0.019818703,0.000075,-0.001466397,-0.0136,0.0064,0.003437258,,0.041465,0.039888
201207,7,1379.32,28.7433,87.4467,0.351593705,0.001,0.034,0.0487,0.0216,-0.021089524,8.33E-05,-0.001629786,0.0247,0.0612,0.001552866,,0.014363,0.013096
201208,8,1406.58,29.1667,86.9733,0.349387052,0.001,0.0348,0.0491,0.0223,-0.020534207,8.33E-05,0.005565158,-0.0068,-0.0093,0.000727126,,0.022744,0.019938
201209,9,1440.67,29.59,86.5,0.340382954,0.0011,0.0349,0.0484,0.0235,-0.018151636,9.17E-05,0.004462212,-0.0146,-0.0126,0.001044683,,0.02512,0.023547
201210,10,1412.16,30.1423,86.5033,0.349237122,0.001,0.0347,0.0458,0.0238,-0.016441649,8.33E-05,-0.000388925,-0.0014,0.0206,0.000925526,,-0.017837,-0.019227
201211,11,1416.18,30.6946,86.5067,0.351137531,0.0009,0.035,0.0451,0.0228,-0.012809576,0.000075,-0.004738087,0.0144,-0.0092,0.001902651,,0.005326,0.002154
201212,12,1426.19,31.2469,86.51,0.349032443,0.0007,0.0365,0.0463,0.0246,-0.012256741,5.83E-05,-0.002693065,-0.0202,-0.0062,0.001035712,,0.008508,0.005902
201301,1,1498.11,31.5353,86.9067,0.329984027,0.0007,0.038,0.0473,0.0291,-0.00867824,5.83E-05,0.002957304,-0.0332,-0.0313,0.00090677,,0.052361,0.051024
201302,2,1514.68,31.8236,87.3033,0.325431232,0.001,0.039,0.0485,0.0285,-0.009524932,8.33E-05,0.00819003,0.0114,0.0093,0.001242766,,0.013013,0.010511
201303,3,1569.19,32.1119,87.7,0.346129997,0.0009,0.0393,0.0485,0.0287,-0.009549158,0.000075,0.002614509,-0.0062,-0.0018,0.000484499,,0.037584,0.036025
201304,4,1597.57,32.4967,88.7833,0.340036254,0.0006,0.0373,0.0459,0.0264,-0.008667946,0.00005,-0.00103964,0.0378,0.0349,0.00168273,,0.019621,0.018482
201305,5,1630.74,32.8815,89.8667,0.333832598,0.0004,0.0389,0.0473,0.0309,-0.004688893,3.33E-05,0.001780408,-0.0629,-0.0536,0.00101556,,0.02312,0.020441
201306,6,1606.28,33.2663,90.95,0.338444358,0.0005,0.0427,0.0519,0.033,0.000146367,4.17E-05,0.002399708,-0.0285,-0.0371,0.002247641,,-0.013601,-0.015262
201307,7,1685.73,33.6455,92.09,0.325562565,0.0004,0.0434,0.0532,0.0344,0.008390345,3.33E-05,0.000393998,-0.0173,0.0031,0.000502077,,0.050672,0.049287
201308,8,1632.97,34.0247,93.23,0.340713327,0.0004,0.0454,0.0542,0.0351,0.01035807,3.33E-05,0.001202932,-0.0079,-0.0074,0.000950438,,-0.029207,-0.031638
201309,9,1681.55,34.4039,94.37,0.333521485,0.0002,0.0464,0.0547,0.0349,0.010144594,1.67E-05,0.001163005,0.0061,0.0014,0.000622229,,0.03166,0.030064
201310,10,1756.54,34.6,96.3133,0.324594825,0.0005,0.0453,0.0531,0.0342,0.009647535,4.17E-05,-0.002575283,0.0128,0.0211,0.001438361,,0.046268,0.044953
201311,11,1805.81,34.796,98.2567,0.313685278,0.0007,0.0463,0.0538,0.0361,0.010345969,5.83E-05,-0.002042424,-0.0236,-0.0086,0.000644417,,0.030817,0.028398
201312,12,1848.36,34.992,100.2,0.304408126,0.0007,0.0462,0.0538,0.0378,0.012184539,5.83E-05,-8.58E-05,-0.0207,0.0002,0.000745536,,0.02595,0.024196
