yyyymm,Month,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
193912,12,12.49,0.62,0.9,0.58070538,0.0004,0.0294,0.0492,0.0226,0.002552378,3.33E-05,0,0.0145,0.0078,0.001073002,0.006074034,0.028177,0.023143
194001,1,12.05,0.6233,0.93,0.599325673,0.0001,0.0288,0.0486,0.0229,0.007774214,8.33E-06,-0.007142857,-0.0017,0.0049,0.001478046,0.005609759,-0.035927,-0.0368
194002,2,12.13,0.6267,0.96,0.594376962,0.0002,0.0286,0.0483,0.0228,0.004841951,1.67E-05,0.007194245,0.0027,0.0021,0.000489506,0.005417036,0.013139,0.006917
194003,3,12.25,0.63,0.99,0.647959875,0.0002,0.0284,0.048,0.0215,0.005680611,1.67E-05,0,0.0177,0.0049,0.000709112,0.005046031,0.013561,0.010518
194004,4,12.19,0.6367,1.0067,0.644074648,0.0002,0.0282,0.0474,0.022,0.005850277,1.67E-05,0,-0.0035,-0.0092,0.001192277,0.002824098,-0.004478,-0.006231
194005,5,9.27,0.6433,1.0233,0.82257787,0.0006,0.0293,0.0494,0.0246,0.006612382,0.00005,0,-0.0299,-0.0021,0.018668568,0.003136828,-0.23148,-0.239765
194006,6,9.98,0.65,1.04,0.783221367,0.001,0.0296,0.0511,0.0227,0.006371324,8.33E-05,0.007142857,0.0258,0.0121,0.009797017,0.003512947,0.083035,0.078208
194007,7,10.29,0.6567,1.0533,0.757888061,0.0005,0.0288,0.048,0.0224,0.008111065,4.17E-05,-0.007092199,0.0052,0.0021,0.001323675,0.003341704,0.03309,0.031914
194008,8,10.56,0.6633,1.0667,0.741775295,0.0004,0.0285,0.0476,0.0223,0.009088233,3.33E-05,0,0.0028,0.0007,0.003560843,0.003535812,0.035421,0.026631
194009,9,10.66,0.67,1.08,0.720747889,0.0005,0.0282,0.0466,0.0215,0.009649058,4.17E-05,0,0.011,0.0092,0.002943837,0.00447837,0.014221,0.010096
194010,10,11.08,0.67,1.07,0.710199837,0.0002,0.0279,0.0456,0.0214,0.009416682,1.67E-05,0,0.0031,0.0049,0.001465061,0.004567586,0.041468,0.04018
194011,11,10.61,0.67,1.06,0.73521495,0.0002,0.0275,0.0448,0.0199,0.010159468,1.67E-05,0,0.0205,0.0063,0.005914211,0.004082229,-0.029431,-0.042997
194012,12,10.58,0.67,1.05,0.72904751,0.0002,0.0271,0.0445,0.0194,0.01259087,1.67E-05,0.007142857,0.0067,-0.0023,0.000507842,0.004261973,0.002927,-0.00249
194101,1,10.07,0.6733,1.0533,0.770160316,0.0002,0.0275,0.0438,0.0213,0.010855335,1.67E-05,0,-0.0201,0.0006,0.001855112,0.003627319,-0.045555,-0.046847
194102,2,9.92,0.6767,1.0567,0.783799295,0.0004,0.0278,0.0442,0.0213,0.010771847,3.33E-05,0,0.002,0.0006,0.002751814,0.00201359,-0.004729,-0.01257
194103,3,9.96,0.68,1.06,0.804269883,0.0011,0.028,0.0438,0.0206,0.010062389,9.17E-05,0.007092199,0.0096,-0.0022,0.001364626,0.001855023,0.008872,0.004173
194104,4,9.31,0.6833,1.07,0.854249611,0.001,0.0282,0.0433,0.0196,0.010483825,8.33E-05,0.007042254,0.0129,0.0078,0.001767101,0.001584025,-0.062152,-0.063463
194105,5,9.35,0.6867,1.08,0.849178353,0.0011,0.0281,0.0432,0.0195,0.009925715,9.17E-05,0.006993007,0.0027,0.0049,0.001574462,0.002303269,0.013184,0.00214
194106,6,9.85,0.69,1.09,0.801526718,0.0012,0.0277,0.0431,0.0191,0.008969428,0.0001,0.020833333,0.0066,0.0063,0.001180909,0.002223899,0.058851,0.052486
194107,7,10.39,0.6933,1.1233,0.766363848,0.0012,0.0274,0.0428,0.0191,0.009031169,0.0001,0,0.0022,0.0063,0.001212974,0.002343917,0.057106,0.055619
194108,8,10.3,0.6967,1.1567,0.774542886,0.0013,0.0274,0.0427,0.019,0.010726256,0.000108333,0.013605442,0.0018,0.0034,0.00051318,0.002006733,-0.001113,-0.009736
194109,9,10.2,0.7,1.19,0.778268412,0.001,0.0275,0.043,0.0193,0.010284899,8.33E-05,0.013422819,-0.0012,0.0048,0.000975442,0.002668551,-0.007351,-0.011499
194110,10,9.5,0.7033,1.18,0.837718554,0.0009,0.0273,0.0428,0.0182,0.01168792,0.000075,0.013245033,0.014,0.0034,0.001310097,0.001620696,-0.064602,-0.065955
194111,11,9.1,0.7067,1.17,0.860805861,0.0028,0.0272,0.0428,0.0186,0.010364917,0.000233333,0.006535948,-0.0029,-0.0094,0.001285898,0.002067659,-0.024916,-0.042107
194112,12,8.69,0.71,1.16,0.889509733,0.0033,0.028,0.0438,0.0204,0.01034328,0.000275,0.006493507,-0.0177,0.0006,0.006680814,0.003446983,-0.038843,-0.046205
194201,1,8.81,0.7033,1.12,0.902111324,0.0027,0.0283,0.0429,0.0247,0.008935099,0.000225,0.012903226,0.0069,0.0006,0.002204953,0.002701159,0.022276,0.020639
194202,2,8.59,0.6967,1.08,0.926064928,0.0025,0.0285,0.0429,0.0247,0.009349624,0.000208333,0.006369427,0.0011,-0.0008,0.001260825,0.002899432,-0.017647,-0.024642
194203,3,8.01,0.69,1.04,1.03486386,0.0025,0.0286,0.043,0.0244,0.010119596,0.000208333,0.012658228,0.0092,0.0063,0.003106114,0.003010964,-0.064068,-0.069676
194204,4,7.66,0.68,1.02,1.080230729,0.0032,0.0283,0.0426,0.0246,0.011004365,0.000266667,0.00625,-0.0029,0.0006,0.002440975,0.003397506,-0.037988,-0.040323
194205,5,8.15,0.67,1,1.021015067,0.0037,0.0285,0.0427,0.0243,0.010523967,0.000308333,0.01242236,0.0075,0.002,0.001592389,0.003766453,0.070339,0.060119
194206,6,8.3,0.66,0.98,0.99670989,0.0037,0.0285,0.0433,0.0244,0.010196883,0.000308333,0,0.0003,0.0034,0.001200468,0.003265845,0.023544,0.016976
194207,7,8.56,0.6467,0.9667,0.974271661,0.0038,0.0283,0.043,0.0244,0.008485124,0.000316667,0.006134969,0.0018,0.002,0.002088658,0.00141506,0.036031,0.034314
194208,8,8.62,0.6333,0.9533,0.968682404,0.0038,0.0281,0.0428,0.0244,0.007151403,0.000316667,0.006097561,0.0038,0.0035,0.000627032,0.001787024,0.015346,0.007531
194209,9,8.85,0.62,0.94,0.944001466,0.0038,0.028,0.0426,0.0244,0.006242341,0.000316667,0,0.0003,0.002,0.000472522,0.002800771,0.032449,0.027671
194210,10,9.42,0.61,0.97,0.907488987,0.0038,0.028,0.0424,0.0244,0.004425579,0.000316667,0.012121212,0.0024,0.0006,0.001273596,0.003106609,0.067867,0.066333
194211,11,9.29,0.6,1,0.899563319,0.0038,0.0279,0.0425,0.0247,0.005095712,0.000316667,0.005988024,-0.0035,0.0006,0.000992057,0.003344937,-0.004392,-0.016937
194212,12,9.77,0.59,1.03,0.862646566,0.0038,0.0281,0.0428,0.0246,0.001811779,0.000316667,0.005952381,0.0049,0.0049,0.000791391,0.005100943,0.057537,0.050449
194301,1,10.47,0.59,1.0433,0.821306116,0.0038,0.0279,0.0416,0.0245,0.002087758,0.000316667,0,0.0033,0.0049,0.000744868,0.005995311,0.072434,0.071062
194302,2,11,0.59,1.0567,0.7940791,0.0038,0.0277,0.0408,0.0246,0.002570135,0.000316667,0,-0.0005,0.0006,0.000819597,0.007130763,0.058503,0.052676
194303,3,11.58,0.59,1.07,0.783480999,0.0038,0.0276,0.0401,0.0247,0.001891877,0.000316667,0.017751479,0.0009,0.002,0.001368776,0.007322349,0.059404,0.055182
194304,4,11.59,0.59,1.08,0.78978447,0.0038,0.0276,0.0396,0.0246,0.001251228,0.000316667,0.011627907,0.0048,0.0049,0.002492194,0.001292799,0.003588,0.002332
194305,5,12.11,0.59,1.09,0.757897719,0.0038,0.0274,0.0391,0.0244,0.000946768,0.000316667,0.005747126,0.005,0.0048,0.00108955,0.001819385,0.052698,0.045651
194306,6,12.35,0.59,1.1,0.746268657,0.0038,0.0272,0.0388,0.0244,0.001201286,0.000316667,0,0.0018,0.0048,0.001069158,0.001349733,0.021689,0.017142
194307,7,11.68,0.5933,1.0933,0.779599271,0.0038,0.0269,0.0381,0.0245,0.017825065,0.000316667,-0.005714286,-0.0001,0.0019,0.002433361,0.001390142,-0.053092,-0.054238
194308,8,11.8,0.5967,1.0867,0.783194262,0.0038,0.0269,0.0381,0.0245,0.01395574,0.000316667,-0.005747126,0.0021,0.0019,0.001706636,0.001276919,0.016232,0.010751
194309,9,12.08,0.6,1.08,0.763631173,0.0038,0.0269,0.0383,0.0246,0.013695037,0.000316667,0.005780347,0.0011,0.0005,0.00060804,0.001628115,0.027498,0.023331
194310,10,11.92,0.6033,1.0333,0.773736351,0.0038,0.027,0.0382,0.0247,0.016870189,0.000316667,0,0.0005,-0.0009,0.000764157,0.001396357,-0.01165,-0.0125
194311,11,11.02,0.6067,0.9867,0.825808443,0.0038,0.0271,0.0383,0.0248,0.019081173,0.000316667,0,0,-0.0023,0.0020016,0.001824046,-0.067052,-0.077966
194312,12,11.67,0.61,0.94,0.787401575,0.0038,0.0274,0.0382,0.0248,0.014423725,0.000316667,0,0.0018,0.0049,0.000988594,0.001962398,0.070305,0.065211
194401,1,11.85,0.6133,0.9367,0.778748181,0.0038,0.0272,0.0376,0.0248,0.019254846,0.000316667,0,0.0021,0.002,0.000639835,0.001496229,0.018622,0.01731
194402,2,11.82,0.6167,0.9333,0.785033015,0.0038,0.0274,0.0372,0.0247,0.019495116,0.000316667,0,0.0032,0.0034,0.000642637,0.00181182,0.006479,0.000238
194403,3,12.02,0.62,0.93,0.813886488,0.0038,0.0274,0.037,0.0247,0.019147245,0.000316667,0,0.0021,0.0048,0.000636408,0.001591801,0.021313,0.017309
194404,4,11.87,0.6233,0.9267,0.829601351,0.0038,0.0274,0.0368,0.0248,0.020079096,0.000316667,0.005747126,0.0013,0.0034,0.000764163,0.002125858,-0.012427,-0.013433
194405,5,12.35,0.6267,0.9233,0.794431946,0.0038,0.0273,0.0363,0.0247,0.018398919,0.000316667,0,0.0028,0.0005,0.000411906,0.003080381,0.048841,0.040864
194406,6,12.98,0.63,0.92,0.761558162,0.0038,0.0273,0.0359,0.0248,0.018202782,0.000316667,0.005714286,0.0008,0.002,0.000717589,0.002742912,0.054574,0.049768
194407,7,12.71,0.6333,0.9133,0.773389912,0.0038,0.0272,0.0357,0.0247,0.004324175,0.000316667,0.005681818,0.0036,0.0034,0.000939674,0.003464132,-0.01947,-0.020629
194408,8,12.82,0.6367,0.9067,0.76875978,0.0038,0.0271,0.0355,0.0247,0.008070516,0.000316667,0,0.0027,0.0034,0.000559988,0.003016634,0.0147,0.008208
194409,9,12.78,0.64,0.9,0.772332718,0.0038,0.0272,0.0356,0.0247,0.008963661,0.000316667,0,0.0014,0.0019,0.001115515,0.002915031,-0.000692,-0.003118
194410,10,12.78,0.64,0.91,0.771173139,0.0038,0.0272,0.0355,0.0247,0.006512004,0.000316667,0,0.0012,0.0019,0.000675218,0.003029399,0.002435,0.001045
194411,11,12.83,0.64,0.92,0.766985678,0.0038,0.0272,0.0353,0.0247,0.005785064,0.000316667,0,0.0024,0.0048,0.000424298,0.003448245,0.017327,0.005832
194412,12,13.28,0.64,0.93,0.743763575,0.0038,0.027,0.0349,0.0246,0.019063429,0.000316667,0.005649718,0.0042,0.0149,0.000872273,0.003522317,0.044778,0.041034
194501,1,13.47,0.6433,0.94,0.735341967,0.0038,0.0269,0.0346,0.024,0.01645485,0.000316667,0,0.0127,0.0076,0.000924463,0.004099204,0.011901,0.010784
194502,2,14.3,0.6467,0.95,0.704488778,0.0038,0.0265,0.0341,0.0236,0.014837101,0.000316667,0,0.0077,0.0046,0.000654852,0.003660855,0.069472,0.063578
194503,3,13.64,0.65,0.96,0.767882643,0.0038,0.0262,0.0338,0.0236,0.015963535,0.000316667,0,0.0021,0.0018,0.001887442,0.00407661,-0.041685,-0.04499
194504,4,14.84,0.65,0.9733,0.715062863,0.0038,0.0261,0.0336,0.0228,0.015087223,0.000316667,0,0.016,0.0018,0.001398278,0.003376176,0.090524,0.089465
194505,5,15.01,0.65,0.9867,0.702911468,0.0038,0.0262,0.0332,0.0226,0.019774657,0.000316667,0.005617978,0.0056,-0.0011,0.00092096,0.004202059,0.020041,0.011624
194506,6,14.96,0.65,1,0.718843046,0.0038,0.0261,0.0329,0.0217,0.019467585,0.000316667,0.011173184,0.0169,0.0032,0.000866165,0.004146985,0.00238,0.000134
194507,7,14.66,0.6533,0.9967,0.726301572,0.0038,0.026,0.0326,0.0224,0.020438514,0.000316667,0,-0.0086,-0.0011,0.001814111,0.003791896,-0.021539,-0.022479
194508,8,15.51,0.6567,0.9933,0.678753801,0.0038,0.0261,0.0326,0.0223,0.018946001,0.000316667,0,0.0026,0.0004,0.002096647,0.003628926,0.059852,0.054027
194509,9,16.16,0.66,0.99,0.656820832,0.0038,0.0262,0.0324,0.0221,0.017607638,0.000316667,0,0.0054,0.0032,0.001438555,0.003621746,0.046361,0.043999
194510,10,16.65,0.66,0.98,0.63397642,0.0038,0.0262,0.032,0.0216,0.018582034,0.000316667,0,0.0104,0.0032,0.000981184,0.003847862,0.030815,0.029862
194511,11,17.19,0.66,0.97,0.617883631,0.0038,0.0262,0.0315,0.021,0.01893517,0.000316667,0,0.0125,0.0032,0.001448272,0.00373868,0.04495,0.035612
194512,12,17.36,0.66,0.96,0.613239334,0.0038,0.0261,0.031,0.0199,0.025526109,0.000316667,0.005524862,0.0194,0.0133,0.001538317,0.004328006,0.011133,0.008805
194601,1,18.57,0.6667,0.94,0.578003616,0.0038,0.0254,0.0301,0.0199,0.027970059,0.000316667,0,0.0025,0.0128,0.002645169,0.004043741,0.069504,0.068515
194602,2,17.28,0.6733,0.92,0.622336788,0.0038,0.0248,0.0295,0.0198,0.031091458,0.000316667,-0.005494506,0.0032,0.0034,0.005942413,0.00367128,-0.065171,-0.069785
194603,3,18.08,0.68,0.9,0.614852676,0.0038,0.0247,0.0294,0.0198,0.031188245,0.000316667,0.011049724,0.001,0.0034,0.001496573,0.003632854,0.049118,0.046147
194604,4,18.76,0.68,0.88,0.593412971,0.0038,0.0246,0.0296,0.0207,0.03130662,0.000316667,0.005464481,-0.0135,-0.0043,0.001077734,0.003504573,0.035748,0.034707
194605,5,19.18,0.68,0.86,0.578010175,0.0038,0.0251,0.0302,0.0209,0.031999884,0.000316667,0.005434783,-0.0012,0.0019,0.001272495,0.003152454,0.028785,0.023202
194606,6,18.43,0.68,0.84,0.596731835,0.0038,0.0249,0.0303,0.0206,0.033592164,0.000316667,0.010810811,0.007,0.0019,0.001481741,0.003061925,-0.035289,-0.037521
194607,7,17.96,0.6833,0.8567,0.608751737,0.0038,0.0248,0.0303,0.0209,0.039175054,0.000316667,0.058823529,-0.004,-0.0012,0.001703886,0.002614344,-0.02735,-0.028429
194608,8,16.65,0.6867,0.8733,0.648554363,0.0038,0.0251,0.0303,0.0217,0.043268005,0.000316667,0.02020202,-0.0111,-0.0088,0.001980114,0.002689916,-0.068855,-0.073365
194609,9,14.96,0.69,0.89,0.711634381,0.0038,0.0258,0.031,0.0219,0.049112221,0.000316667,0.00990099,-0.0009,-0.0026,0.016025015,0.002606433,-0.104113,-0.106619
194610,10,14.84,0.6967,0.9467,0.725391664,0.0038,0.026,0.0315,0.0216,0.048597114,0.000316667,0.019607843,0.0074,0.002,0.006116095,0.002375384,-0.005636,-0.006817
194611,11,14.67,0.7033,1.0033,0.722699965,0.0038,0.0259,0.0317,0.022,0.048071449,0.000316667,0.024038462,-0.0054,-0.0025,0.003914349,0.002025711,-0.003801,-0.011741
194612,12,15.3,0.71,1.06,0.692437923,0.0038,0.0261,0.0317,0.0212,0.036076119,0.000316667,0.009389671,0.0145,0.0113,0.002715508,0.001781041,0.046818,0.041973
194701,1,15.66,0.7133,1.13,0.680004434,0.0038,0.0257,0.0313,0.0214,0.031538729,0.000316667,0,-0.0006,0.0005,0.002111722,0.001329584,0.022013,0.020953
194702,2,15.43,0.7167,1.2,0.685858021,0.0038,0.0255,0.0312,0.0214,0.030103113,0.000316667,0,0.0021,0.0005,0.001364143,0.001159422,-0.008307,-0.015166
194703,3,15.17,0.72,1.27,0.741534989,0.0038,0.0255,0.0315,0.0213,0.031019853,0.000316667,0.018604651,0.002,0.0067,0.002411283,0.000803646,-0.015008,-0.017731
194704,4,14.58,0.7333,1.3267,0.770042194,0.0038,0.0253,0.0316,0.0217,0.03134656,0.000316667,0,-0.0037,0.002,0.002307362,0.002775418,-0.03956,-0.040772
194705,5,14.45,0.7467,1.3833,0.776366322,0.0038,0.0253,0.0317,0.0216,0.025894497,0.000316667,0,0.0033,0.002,0.002545085,0.003228613,-0.00099,-0.01047
194706,6,15.21,0.76,1.44,0.741116751,0.0038,0.0255,0.0321,0.0216,0.026472019,0.000316667,0.00456621,0.001,0.0004,0.001958779,0.003817236,0.053991,0.050908
194707,7,15.76,0.77,1.4767,0.717327219,0.0066,0.0255,0.0318,0.0214,0.020640366,0.00055,0.009090909,0.0063,0.002,0.001977448,0.003204943,0.039572,0.038369
194708,8,15.32,0.78,1.5133,0.734693878,0.0075,0.0256,0.0317,0.021,0.023177073,0.000625,0.013513514,0.0081,-0.0071,0.0008244,0.003572172,-0.023076,-0.029148
194709,9,15.11,0.79,1.55,0.740323399,0.008,0.0261,0.0323,0.0213,0.024058505,0.000666667,0.022222222,-0.0044,-0.0131,0.001385497,0.004326897,-0.009928,-0.01369
194710,10,15.43,0.8067,1.57,0.722732523,0.0085,0.027,0.0335,0.0217,0.023019006,0.000708333,0,-0.0037,-0.0099,0.000869538,0.004313622,0.020578,0.019353
194711,11,14.99,0.8233,1.59,0.731992647,0.0092,0.0277,0.0344,0.0229,0.025908969,0.000766667,0.004347826,-0.0174,-0.0098,0.000475961,0.004494506,-0.017633,-0.029555
194712,12,15.3,0.84,1.61,0.725325679,0.0095,0.0286,0.0352,0.0243,0.025921859,0.000791667,0.012987013,-0.0192,0.0024,0.001107305,0.004760925,0.030784,0.025273
194801,1,14.69,0.8433,1.6433,0.751888304,0.0097,0.0286,0.0352,0.0243,0.027765453,0.000808333,0.012820513,0.002,0.0024,0.001048864,0.004387162,-0.037743,-0.038905
194802,2,14,0.8467,1.6767,0.787769784,0.01,0.0285,0.0353,0.0241,0.029134757,0.000833333,-0.008438819,0.0046,0.0039,0.001755638,0.004903365,-0.040232,-0.047782
194803,3,15.08,0.85,1.71,0.841422122,0.01,0.0283,0.0353,0.0241,0.027187567,0.000833333,-0.004255319,0.0034,0.0115,0.002082021,0.005808515,0.08144,0.077022
194804,4,15.48,0.85,1.76,0.82599302,0.01,0.0278,0.0347,0.0239,0.027453793,0.000833333,0.017094017,0.0045,0.0038,0.000551969,0.004150179,0.030821,0.028537
194805,5,16.69,0.85,1.81,0.781692356,0.01,0.0276,0.0338,0.0231,0.025577769,0.000833333,0.004201681,0.0141,0.0008,0.001452758,0.00445914,0.084014,0.077523
194806,6,16.74,0.85,1.86,0.786973504,0.01,0.0276,0.0334,0.0238,0.023893495,0.000833333,0.008368201,-0.0084,-0.0083,0.000907057,0.003144237,0.007665,0.003687
194807,7,15.85,0.8567,1.93,0.822257762,0.01,0.0281,0.0337,0.0241,0.022179156,0.000833333,0.012448133,-0.0021,-0.0052,0.002766991,0.002963176,-0.052296,-0.053144
194808,8,15.97,0.8633,2,0.82053822,0.0106,0.0284,0.0344,0.0242,0.019225923,0.000883333,0.004098361,0.0001,0.0055,0.001185139,0.002887863,0.015539,0.008123
194809,9,15.49,0.87,2.07,0.836231071,0.0109,0.0284,0.0345,0.0242,0.01912756,0.000908333,0,0.0014,0.0024,0.002395502,0.003053102,-0.027016,-0.031159
194810,10,16.54,0.89,2.1433,0.791905672,0.0112,0.0284,0.035,0.0243,0.018133382,0.000933333,-0.004081633,0.0007,0.0024,0.000827563,0.002189316,0.070041,0.067023
194811,11,14.75,0.91,2.2167,0.870911215,0.0114,0.0284,0.0353,0.0239,0.017790595,0.00095,-0.008196721,0.0076,0.0085,0.006158903,0.002376824,-0.098332,-0.109939
194812,12,15.2,0.93,2.29,0.840947547,0.0116,0.0279,0.0353,0.0237,0.01501378,0.000966667,-0.004132231,0.0056,0.0131,0.000967405,0.00163301,0.035952,0.029719
194901,1,15.22,0.9467,2.32,0.832402858,0.0117,0.0271,0.0346,0.0233,0.013297222,0.000975,-0.004149378,0.0082,0.0038,0.001312986,0.001776735,0.002676,0.001377
194902,2,14.62,0.9633,2.35,0.861550907,0.0117,0.0271,0.0345,0.0231,0.017217819,0.000975,-0.008333333,0.0049,0.0038,0.001409679,0.002169999,-0.031639,-0.041472
194903,3,15.06,0.98,2.38,0.901750424,0.0117,0.027,0.0347,0.0227,0.014657825,0.000975,0,0.0074,0.0007,0.001120894,0.002717067,0.033981,0.029349
194904,4,14.74,0.9933,2.3867,0.917499713,0.0117,0.027,0.0345,0.0227,0.015288087,0.000975,0.004201681,0.0011,0.0023,0.000499271,0.003658064,-0.018691,-0.021717
194905,5,14.19,1.0067,2.3933,0.948562604,0.0117,0.0271,0.0345,0.0227,0.016900505,0.000975,-0.0041841,0.0019,0.0038,0.00100766,0.003421857,-0.029423,-0.037792
194906,6,14.16,1.02,2.4,0.953888424,0.0117,0.0271,0.0347,0.0217,0.016812107,0.000975,0.004201681,0.0167,0.0084,0.001697812,0.004091914,0.001744,-0.003269
194907,7,15.04,1.0267,2.3967,0.907799,0.0102,0.0267,0.0346,0.0216,0.019510977,0.00085,-0.008368201,0.0033,0.0099,0.000640881,0.003622809,0.062732,0.061657
194908,8,15.22,1.0333,2.3933,0.893876637,0.0104,0.0262,0.034,0.021,0.019440805,0.000866667,0.004219409,0.0111,0.0037,0.001073536,0.003721688,0.0218,0.011738
194909,9,15.58,1.04,2.39,0.875020547,0.0107,0.026,0.0337,0.0212,0.02334296,0.000891667,0.004201681,-0.0011,0.0021,0.001547594,0.002629813,0.027415,0.024293
194910,10,16.04,1.0733,2.3667,0.842566213,0.0105,0.0261,0.0336,0.0212,0.022232164,0.000875,-0.008368201,0.0019,0.0067,0.000613502,0.002996892,0.02978,0.028437
194911,11,16.06,1.1067,2.3433,0.833724876,0.0108,0.026,0.0335,0.0212,0.023642539,0.0009,0.004219409,0.0021,0.0021,0.000908862,0.004004392,0.020738,0.000482
194912,12,16.76,1.14,2.32,0.796429284,0.011,0.0258,0.0331,0.0209,0.027175036,0.000916667,-0.008403361,0.0052,-0.0145,0.00047324,0.004252018,0.050984,0.046034
195001,1,17.05,1.15,2.3367,0.79141682,0.0107,0.0257,0.0324,0.0215,0.027101609,0.000891667,-0.004237288,-0.0061,0.0037,0.000989153,0.004458223,0.019703,0.018245
195002,2,17.22,1.16,2.3533,0.784998034,0.0112,0.0258,0.0324,0.0214,0.025491223,0.000933333,0,0.0021,0.0007,0.000426014,0.004246494,0.019603,0.009975
195003,3,17.29,1.17,2.37,0.825527785,0.0112,0.0258,0.0324,0.0215,0.029290645,0.000933333,0.004255319,0.0008,0.0022,0.000624303,0.00455264,0.008185,0.003542
195004,4,18.07,1.18,2.4267,0.796497471,0.0115,0.026,0.0323,0.0214,0.02639646,0.000958333,0,0.003,-0.0008,0.000714011,0.004022212,0.045887,0.044493
195005,5,18.78,1.19,2.4833,0.761346343,0.0116,0.0261,0.0325,0.0213,0.028571386,0.000966667,0.004237288,0.0033,-0.0008,0.000641263,0.003803212,0.046902,0.03759
195006,6,17.69,1.2,2.54,0.813447468,0.0115,0.0262,0.0328,0.0216,0.030395331,0.000958333,0.004219409,-0.0025,0.0023,0.005855717,0.004115374,-0.054224,-0.057849
195007,7,17.84,1.2433,2.6,0.812320917,0.0116,0.0265,0.0332,0.0214,0.030115986,0.000966667,0.012605042,0.0055,0.0069,0.00311025,0.004320331,0.016981,0.015875
195008,8,18.42,1.2867,2.66,0.784340849,0.012,0.0261,0.0323,0.0214,0.029549868,0.001,0.008298755,0.0014,0.0038,0.001075605,0.004452678,0.048063,0.031526
195009,9,19.45,1.33,2.72,0.751457855,0.013,0.0264,0.0321,0.022,0.025913545,0.001083333,0.004115226,-0.0072,-0.0039,0.001318373,0.004031833,0.059466,0.05651
195010,10,19.53,1.3767,2.76,0.755966402,0.0131,0.0267,0.0322,0.0225,0.027340856,0.001091667,0.008196721,-0.0048,-0.0008,0.001759407,0.003975191,0.005084,0.003425
195011,11,19.51,1.4233,2.8,0.747363796,0.0136,0.0267,0.0322,0.0224,0.025539219,0.001133333,0.004065041,0.0035,0.0054,0.002457673,0.004886765,0.02243,-0.000073
195012,12,20.41,1.47,2.84,0.722538442,0.0134,0.0267,0.032,0.0224,0.031357883,0.001116667,0.012145749,0.0016,0.0023,0.002489541,0.005662515,0.055425,0.051025
195101,1,21.66,1.4867,2.8367,0.683599245,0.0134,0.0266,0.0317,0.0221,0.030044578,0.001116667,0.016,0.0058,0.0019,0.001704689,0.005636073,0.065105,0.063309
195102,2,21.8,1.5033,2.8333,0.674866098,0.0136,0.0266,0.0316,0.0228,0.031119574,0.001133333,0.011811024,-0.0074,-0.0044,0.000650644,0.00551025,0.014546,0.004185
195103,3,21.4,1.52,2.83,0.7813946,0.014,0.0278,0.0323,0.0241,0.032686616,0.001166667,0.003891051,-0.0157,-0.0237,0.001227665,0.005749029,-0.017484,-0.019706
195104,4,22.43,1.5333,2.7933,0.749430788,0.0147,0.0287,0.0335,0.0248,0.032092905,0.001225,0,-0.0063,-0.0009,0.000848198,0.004406234,0.049108,0.047903
195105,5,21.52,1.5467,2.7567,0.777889045,0.0155,0.0289,0.034,0.0254,0.030675434,0.001291667,0.003875969,-0.0069,-0.0015,0.00140742,0.003968667,-0.029979,-0.040917
195106,6,20.96,1.56,2.72,0.800362677,0.0145,0.0294,0.0349,0.0259,0.036341873,0.001208333,0,-0.0062,-0.0093,0.001136773,0.004064516,-0.025848,-0.028186
195107,7,22.4,1.5467,2.65,0.753121849,0.0156,0.0294,0.0353,0.0252,0.032599182,0.0013,0,0.0138,0.0205,0.001408208,0.003715416,0.070935,0.070014
195108,8,23.28,1.5333,2.58,0.718593895,0.0162,0.0288,0.035,0.0246,0.030321244,0.00135,0,0.0099,0.0114,0.00058178,0.003921612,0.05022,0.038396
195109,9,23.26,1.52,2.51,0.716182328,0.0163,0.0284,0.0346,0.0253,0.028799073,0.001358333,0.007722008,-0.008,-0.0057,0.000254769,0.00393371,0.002868,0.001195
195110,10,22.94,1.4833,2.4867,0.740232514,0.0154,0.0289,0.035,0.0254,0.029143698,0.001283333,0.003831418,0.001,-0.0145,0.001511076,0.003841898,-0.013321,-0.015088
195111,11,22.88,1.4467,2.4633,0.74329238,0.0156,0.0296,0.0356,0.0264,0.031621121,0.0013,0.007633588,-0.0136,-0.0061,0.001023982,0.004017421,0.011388,-0.002574
195112,12,23.77,1.41,2.44,0.721316347,0.0173,0.0301,0.0361,0.0269,0.036150731,0.001441667,0.003787879,-0.0061,0.0058,0.000427036,0.004146893,0.041815,0.038467
195201,1,24.14,1.4133,2.4267,0.717425838,0.0157,0.0298,0.0359,0.0268,0.035150251,0.001308333,0,0.0028,0.0199,0.000538421,0.003515476,0.017768,0.016303
195202,2,23.26,1.4167,2.4133,0.746693325,0.0154,0.0293,0.0353,0.0269,0.034871426,0.001283333,-0.00754717,0.0014,-0.0085,0.000931601,0.003638871,-0.025241,-0.035743
195203,3,24.37,1.42,2.4,0.751874119,0.0159,0.0296,0.0351,0.0263,0.03209385,0.001325,0,0.0111,0.0076,0.000631815,0.00332273,0.052805,0.050655
195204,4,23.32,1.43,2.38,0.7863991,0.0157,0.0293,0.035,0.0254,0.033231194,0.001308333,0.003802281,0.0171,-0.0004,0.000807835,0.003839016,-0.041423,-0.043268
