,SP500,SP500+1,ret_SP500,ret_SP500+1
6/11/85,189.04,187.61,-0.248008021,-0.756453661
6/12/85,187.61,185.33,-0.756453661,-1.215287032
6/13/85,185.33,187.1,-1.215287032,0.955053148
6/14/85,187.1,186.53,0.955053148,-0.30464992
6/17/85,186.53,187.34,-0.30464992,0.434246502
6/18/85,187.34,186.63,0.434246502,-0.378990072
6/19/85,186.63,186.73,-0.378990072,0.053581954
6/20/85,186.73,189.61,0.053581954,1.542333851
6/21/85,189.61,189.15,1.542333851,-0.242603238
6/24/85,189.15,189.74,-0.242603238,0.311921755
6/25/85,189.74,190.06,0.311921755,0.168651839
6/26/85,190.06,191.23,0.168651839,0.615595075
6/27/85,191.23,191.85,0.615595075,0.324216912
6/28/85,191.85,192.43,0.324216912,0.30231952
7/1/85,192.43,192.01,0.30231952,-0.218261186
7/2/85,192.01,191.45,-0.218261186,-0.291651476
7/3/85,191.45,191.45,-0.291651476,0
7/4/85,191.45,192.52,0,0.558892661
7/5/85,192.52,191.93,0.558892661,-0.306461666
7/8/85,191.93,191.05,-0.306461666,-0.458500495
7/9/85,191.05,192.37,-0.458500495,0.690918608
7/10/85,192.37,192.94,0.690918608,0.296303998
7/11/85,192.94,193.29,0.296303998,0.181403545
7/12/85,193.29,192.72,0.181403545,-0.294893683
7/15/85,192.72,194.72,-0.294893683,1.03777501
7/16/85,194.72,195.65,1.03777501,0.477608874
7/17/85,195.65,194.38,0.477608874,-0.649118324
7/18/85,194.38,195.13,-0.649118324,0.385842165
7/19/85,195.13,194.35,0.385842165,-0.399733511
7/22/85,194.35,192.55,-0.399733511,-0.926164137
7/23/85,192.55,191.58,-0.926164137,-0.503765256
7/24/85,191.58,192.06,-0.503765256,0.250548074
7/25/85,192.06,192.4,0.250548074,0.177028012
7/26/85,192.4,189.6,0.177028012,-1.455301455
7/29/85,189.6,189.93,-1.455301455,0.174050633
7/30/85,189.93,190.92,0.174050633,0.521244669
7/31/85,190.92,192.11,0.521244669,0.623297716
8/1/85,192.11,191.48,0.623297716,-0.327937119
8/2/85,191.48,190.62,-0.327937119,-0.449133069
8/5/85,190.62,187.93,-0.449133069,-1.411184556
8/6/85,187.93,187.68,-1.411184556,-0.133028255
8/7/85,187.68,188.95,-0.133028255,0.676683717
8/8/85,188.95,188.32,0.676683717,-0.33342154
8/9/85,188.32,187.63,-0.33342154,-0.366397621
8/12/85,187.63,187.3,-0.366397621,-0.175878058
8/13/85,187.3,187.41,-0.175878058,0.058729311
8/14/85,187.41,187.26,0.058729311,-0.080038418
8/15/85,187.26,186.1,-0.080038418,-0.619459575
8/16/85,186.1,186.38,-0.619459575,0.150456744
8/19/85,186.38,188.08,0.150456744,0.912115034
8/20/85,188.08,189.16,0.912115034,0.574223735
8/21/85,189.16,187.36,0.574223735,-0.951575386
8/22/85,187.36,187.17,-0.951575386,-0.101409052
8/23/85,187.17,187.31,-0.101409052,0.074798312
8/26/85,187.31,188.1,0.074798312,0.421760718
8/27/85,188.1,188.83,0.421760718,0.388091441
8/28/85,188.83,188.93,0.388091441,0.052957687
8/29/85,188.93,188.63,0.052957687,-0.158788969
8/30/85,188.63,188.63,-0.158788969,0
9/2/85,188.63,187.91,0,-0.381699624
9/3/85,187.91,187.37,-0.381699624,-0.287371614
9/4/85,187.37,187.27,-0.287371614,-0.053370337
9/5/85,187.27,188.24,-0.053370337,0.517968708
9/6/85,188.24,188.25,0.517968708,0.005312367
9/9/85,188.25,186.9,0.005312367,-0.717131474
9/10/85,186.9,185.03,-0.717131474,-1.000535045
9/11/85,185.03,183.69,-1.000535045,-0.724206885
9/12/85,183.69,182.91,-0.724206885,-0.42462845
9/13/85,182.91,182.88,-0.42462845,-0.016401509
9/16/85,182.88,181.36,-0.016401509,-0.831146107
9/17/85,181.36,181.71,-0.831146107,0.192986326
9/18/85,181.71,183.39,0.192986326,0.924550107
9/19/85,183.39,182.05,0.924550107,-0.730683243
9/20/85,182.05,184.3,-0.730683243,1.235924197
9/23/85,184.3,182.62,1.235924197,-0.911557244
9/24/85,182.62,180.66,-0.911557244,-1.073266893
9/25/85,180.66,181.29,-1.073266893,0.348721355
9/26/85,181.29,181.3,0.348721355,0.005516024
9/27/85,181.3,182.08,0.005516024,0.430226145
9/30/85,182.08,185.07,0.430226145,1.642135325
10/1/85,185.07,184.06,1.642135325,-0.54573945
10/2/85,184.06,184.36,-0.54573945,0.162990329
10/3/85,184.36,183.22,0.162990329,-0.618355392
10/4/85,183.22,181.87,-0.618355392,-0.736819125
10/7/85,181.87,181.87,-0.736819125,0
10/8/85,181.87,182.52,0,0.357398142
10/9/85,182.52,182.78,0.357398142,0.142450142
10/10/85,182.78,184.28,0.142450142,0.820658715
10/11/85,184.28,186.37,0.820658715,1.134143694
10/14/85,186.37,186.08,1.134143694,-0.155604443
10/15/85,186.08,187.98,-0.155604443,1.021066208
10/16/85,187.98,187.66,1.021066208,-0.170230876
10/17/85,187.66,187.04,-0.170230876,-0.330384738
10/18/85,187.04,186.96,-0.330384738,-0.0427716
10/21/85,186.96,188.04,-0.0427716,0.577663671
10/22/85,188.04,189.09,0.577663671,0.558391832
10/23/85,189.09,188.5,0.558391832,-0.312020731
10/24/85,188.5,187.52,-0.312020731,-0.519893899
10/25/85,187.52,187.76,-0.519893899,0.127986348
10/28/85,187.76,189.23,0.127986348,0.782914359
10/29/85,189.23,190.07,0.782914359,0.443904244
10/30/85,190.07,189.82,0.443904244,-0.131530489
10/31/85,189.82,191.53,-0.131530489,0.90085344
11/1/85,191.53,191.25,0.90085344,-0.146191197
11/4/85,191.25,192.37,-0.146191197,0.585620915
11/5/85,192.37,192.76,0.585620915,0.202734314
11/6/85,192.76,192.62,0.202734314,-0.072629176
11/7/85,192.62,193.72,-0.072629176,0.571072578
11/8/85,193.72,197.28,0.571072578,1.837703903
11/11/85,197.28,198.08,1.837703903,0.405515004
11/12/85,198.08,197.1,0.405515004,-0.494749596
11/13/85,197.1,199.06,-0.494749596,0.994419077
11/14/85,199.06,198.11,0.994419077,-0.477243042
11/15/85,198.11,198.71,-0.477243042,0.302862046
11/18/85,198.71,198.67,0.302862046,-0.020129837
11/19/85,198.67,198.99,-0.020129837,0.161071123
11/20/85,198.99,201.41,0.161071123,1.216141515
11/21/85,201.41,201.52,1.216141515,0.054614965
11/22/85,201.52,200.35,0.054614965,-0.580587535
11/25/85,200.35,200.67,-0.580587535,0.159720489
11/26/85,200.67,202.54,0.159720489,0.931878208
11/27/85,202.54,202.54,0.931878208,0
11/28/85,202.54,202.17,0,-0.182679964
11/29/85,202.17,200.46,-0.182679964,-0.845822822
12/2/85,200.46,200.86,-0.845822822,0.199541056
12/3/85,200.86,204.23,0.199541056,1.677785522
12/4/85,204.23,203.88,1.677785522,-0.17137541
12/5/85,203.88,202.99,-0.17137541,-0.436531293
12/6/85,202.99,204.25,-0.436531293,0.620720233
12/9/85,204.25,204.39,0.620720233,0.068543452
12/10/85,204.39,206.31,0.068543452,0.939380596
12/11/85,206.31,206.73,0.939380596,0.203577141
12/12/85,206.73,209.94,0.203577141,1.552749964
12/13/85,209.94,212.02,1.552749964,0.990759265
12/16/85,212.02,210.65,0.990759265,-0.646165456
12/17/85,210.65,209.81,-0.646165456,-0.398765725
12/18/85,209.81,210.02,-0.398765725,0.100090558
12/19/85,210.02,210.94,0.100090558,0.438053519
12/20/85,210.94,208.57,0.438053519,-1.123542239
12/23/85,208.57,207.14,-1.123542239,-0.685621134
12/24/85,207.14,207.14,-0.685621134,0
12/25/85,207.14,207.15,0,0.004827653
12/26/85,207.15,209.61,0.004827653,1.187545257
12/27/85,209.61,210.68,1.187545257,0.510471829
12/30/85,210.68,211.28,0.510471829,0.284792102
12/31/85,211.28,211.28,0.284792102,0
1/1/86,211.28,209.59,0,-0.799886407
1/2/86,209.59,210.88,-0.799886407,0.61548738
1/3/86,210.88,210.65,0.61548738,-0.109066768
1/6/86,210.65,213.8,-0.109066768,1.495371469
1/7/86,213.8,207.97,1.495371469,-2.726847521
1/8/86,207.97,206.11,-2.726847521,-0.894359763
1/9/86,206.11,205.96,-0.894359763,-0.072776673
1/10/86,205.96,206.72,-0.072776673,0.36900369
1/13/86,206.72,206.64,0.36900369,-0.03869969
1/14/86,206.64,208.26,-0.03869969,0.783972125
1/15/86,208.26,209.17,0.783972125,0.436953808
1/16/86,209.17,208.43,0.436953808,-0.353779223
1/17/86,208.43,207.53,-0.353779223,-0.431799645
1/20/86,207.53,205.79,-0.431799645,-0.838432998
1/21/86,205.79,203.49,-0.838432998,-1.1176442
1/22/86,203.49,204.25,-1.1176442,0.373482726
1/23/86,204.25,206.43,0.373482726,1.067319461
1/24/86,206.43,207.39,1.067319461,0.465048685
1/27/86,207.39,209.81,0.465048685,1.166883649
1/28/86,209.81,210.29,1.166883649,0.228778419
1/29/86,210.29,209.33,0.228778419,-0.456512435
1/30/86,209.33,211.78,-0.456512435,1.170400803
1/31/86,211.78,213.96,1.170400803,1.029370101
2/3/86,213.96,212.79,1.029370101,-0.546831183
2/4/86,212.79,212.96,-0.546831183,0.079890972
2/5/86,212.96,213.47,0.079890972,0.239481593
2/6/86,213.47,214.56,0.239481593,0.51061039
2/7/86,214.56,216.24,0.51061039,0.782997763
2/10/86,216.24,215.92,0.782997763,-0.147983722
2/11/86,215.92,215.97,-0.147983722,0.023156725
2/12/86,215.97,217.4,0.023156725,0.662128999
2/13/86,217.4,219.76,0.662128999,1.085556578
2/14/86,219.76,219.76,1.085556578,0
2/17/86,219.76,222.45,0,1.224062614
2/18/86,222.45,219.76,1.224062614,-1.209260508
2/19/86,219.76,222.22,-1.209260508,1.119402985
2/20/86,222.22,224.62,1.119402985,1.0800108
2/21/86,224.62,224.34,1.0800108,-0.124654973
2/24/86,224.34,223.79,-0.124654973,-0.245163591
2/25/86,223.79,224.04,-0.245163591,0.111711873
2/26/86,224.04,226.77,0.111711873,1.218532405
2/27/86,226.77,226.92,1.218532405,0.066146316
2/28/86,226.92,225.42,0.066146316,-0.661025912
3/3/86,225.42,224.38,-0.661025912,-0.461361015
3/4/86,224.38,224.34,-0.461361015,-0.017826901
3/5/86,224.34,225.13,-0.017826901,0.352144067
3/6/86,225.13,225.57,0.352144067,0.195442633
3/7/86,225.57,226.58,0.195442633,0.447754577
3/10/86,226.58,231.69,0.447754577,2.255274075
3/11/86,231.69,232.54,2.255274075,0.366869524
3/12/86,232.54,233.19,0.366869524,0.279521803
3/13/86,233.19,236.55,0.279521803,1.440885115
3/14/86,236.55,234.67,1.440885115,-0.794757979
3/17/86,234.67,235.78,-0.794757979,0.473004645
3/18/86,235.78,235.6,0.473004645,-0.076342353
3/19/86,235.6,236.54,-0.076342353,0.398981324
3/20/86,236.54,233.34,0.398981324,-1.35283673
3/21/86,233.34,235.33,-1.35283673,0.852832776
3/24/86,235.33,234.72,0.852832776,-0.25921047
3/25/86,234.72,237.3,-0.25921047,1.099182004
3/26/86,237.3,238.97,1.099182004,0.703750527
3/27/86,238.97,238.97,0.703750527,0
3/28/86,238.97,238.9,0,-0.02929238
3/31/86,238.9,235.14,-0.02929238,-1.573880285
4/1/86,235.14,235.71,-1.573880285,0.242408778
4/2/86,235.71,232.47,0.242408778,-1.374570447
4/3/86,232.47,228.69,-1.374570447,-1.62601626
4/4/86,228.69,228.63,-1.62601626,-0.02623639
4/7/86,228.63,233.52,-0.02623639,2.138826926
4/8/86,233.52,233.75,2.138826926,0.098492634
4/9/86,233.75,236.44,0.098492634,1.150802139
4/10/86,236.44,235.97,1.150802139,-0.198781932
4/11/86,235.97,237.28,-0.198781932,0.555155316
4/14/86,237.28,237.73,0.555155316,0.189649359
4/15/86,237.73,242.22,0.189649359,1.888697262
4/16/86,242.22,243.03,1.888697262,0.334406738
4/17/86,243.03,242.38,0.334406738,-0.267456693
4/18/86,242.38,244.74,-0.267456693,0.973677696
4/21/86,244.74,242.42,0.973677696,-0.947944758
4/22/86,242.42,241.75,-0.947944758,-0.276379837
4/23/86,241.75,242.02,-0.276379837,0.111685626
4/24/86,242.02,242.29,0.111685626,0.111561028
4/25/86,242.29,243.08,0.111561028,0.326055553
4/28/86,243.08,240.51,0.326055553,-1.057265098
4/29/86,240.51,235.52,-1.057265098,-2.074757806
4/30/86,235.52,235.16,-2.074757806,-0.152853261
5/1/86,235.16,234.79,-0.152853261,-0.157339684
5/2/86,234.79,237.73,-0.157339684,1.252182802
5/5/86,237.73,237.24,1.252182802,-0.206116182
5/6/86,237.24,236.08,-0.206116182,-0.488956331
5/7/86,236.08,237.13,-0.488956331,0.444764487
5/8/86,237.13,237.85,0.444764487,0.30363092
5/9/86,237.85,237.58,0.30363092,-0.113516922
5/12/86,237.58,236.41,-0.113516922,-0.492465696
5/13/86,236.41,237.54,-0.492465696,0.477983165
5/14/86,237.54,234.43,0.477983165,-1.309253178
5/15/86,234.43,232.76,-1.309253178,-0.712366165
5/16/86,232.76,233.2,-0.712366165,0.189035917
5/19/86,233.2,236.11,0.189035917,1.247855918
5/20/86,236.11,235.45,1.247855918,-0.279530727
5/21/86,235.45,240.12,-0.279530727,1.983435974
5/22/86,240.12,241.35,1.983435974,0.512243878
5/23/86,241.35,241.35,0.512243878,0
5/26/86,241.35,244.75,0,1.40874249
5/27/86,244.75,246.63,1.40874249,0.768130746
5/28/86,246.63,247.98,0.768130746,0.547378664
5/29/86,247.98,247.35,0.547378664,-0.254052746
5/30/86,247.35,245.04,-0.254052746,-0.933899333
6/2/86,245.04,245.51,-0.933899333,0.19180542
6/3/86,245.51,243.94,0.19180542,-0.639485153
6/4/86,243.94,245.65,-0.639485153,0.700992047
6/5/86,245.65,245.67,0.700992047,0.008141665
6/6/86,245.67,239.96,0.008141665,-2.324256116
6/9/86,239.96,239.58,-2.324256116,-0.158359727
6/10/86,239.58,241.13,-0.158359727,0.646965523
6/11/86,241.13,241.49,0.646965523,0.14929706
6/12/86,241.49,245.73,0.14929706,1.755766284
6/13/86,245.73,246.13,1.755766284,0.162780287
6/16/86,246.13,244.35,0.162780287,-0.72319506
6/17/86,244.35,244.99,-0.72319506,0.261919378
6/18/86,244.99,244.06,0.261919378,-0.379607331
6/19/86,244.06,247.58,-0.379607331,1.442268295
6/20/86,247.58,245.26,1.442268295,-0.937070846
6/23/86,245.26,247.03,-0.937070846,0.721683112
6/24/86,247.03,248.93,0.721683112,0.769137352
6/25/86,248.93,248.74,0.769137352,-0.076326678
6/26/86,248.74,249.6,-0.076326678,0.345742542
6/27/86,249.6,250.84,0.345742542,0.496794872
6/30/86,250.84,252.04,0.496794872,0.478392601
7/1/86,252.04,252.7,0.478392601,0.261863196
7/2/86,252.7,251.79,0.261863196,-0.360110803
7/3/86,251.79,251.79,-0.360110803,0
7/4/86,251.79,244.05,0,-3.07399023
7/7/86,244.05,241.59,-3.07399023,-1.007990166
7/8/86,241.59,242.82,-1.007990166,0.509127033
7/9/86,242.82,243.01,0.509127033,0.078247261
7/10/86,243.01,242.22,0.078247261,-0.325089502
7/11/86,242.22,238.11,-0.325089502,-1.696804558
7/14/86,238.11,233.66,-1.696804558,-1.868884129
7/15/86,233.66,235.01,-1.868884129,0.577762561
7/16/86,235.01,236.07,0.577762561,0.451044636
7/17/86,236.07,236.36,0.451044636,0.122844919
7/18/86,236.36,236.24,0.122844919,-0.050770012
7/21/86,236.24,238.18,-0.050770012,0.821198781
7/22/86,238.18,238.67,0.821198781,0.205726761
7/23/86,238.67,237.95,0.205726761,-0.301671764
7/24/86,237.95,240.22,-0.301671764,0.953981929
7/25/86,240.22,236.01,0.953981929,-1.752560153
7/28/86,236.01,234.55,-1.752560153,-0.618617855
7/29/86,234.55,236.59,-0.618617855,0.869750586
7/30/86,236.59,236.12,0.869750586,-0.198655903
7/31/86,236.12,234.91,-0.198655903,-0.512451296
8/1/86,234.91,235.99,-0.512451296,0.459750543
8/4/86,235.99,237.03,0.459750543,0.44069664
8/5/86,237.03,236.84,0.44069664,-0.08015863
8/6/86,236.84,237.04,-0.08015863,0.084445195
8/7/86,237.04,236.88,0.084445195,-0.067499156
8/8/86,236.88,240.68,-0.067499156,1.604187774
8/11/86,240.68,243.34,1.604187774,1.105201928
8/12/86,243.34,245.67,1.105201928,0.957508013
8/13/86,245.67,246.25,0.957508013,0.236089063
8/14/86,246.25,247.15,0.236089063,0.365482234
8/15/86,247.15,247.38,0.365482234,0.093060894
8/18/86,247.38,246.51,0.093060894,-0.351685666
8/19/86,246.51,249.77,-0.351685666,1.322461563
8/20/86,249.77,249.67,1.322461563,-0.040036834
8/21/86,249.67,250.19,-0.040036834,0.208274923
8/22/86,250.19,247.81,0.208274923,-0.951277029
8/25/86,247.81,252.84,-0.951277029,2.029780881
8/26/86,252.84,253.3,2.029780881,0.181933238
8/27/86,253.3,252.84,0.181933238,-0.181602842
8/28/86,252.84,252.93,-0.181602842,0.035595634
8/29/86,252.93,252.93,0.035595634,0
9/1/86,252.93,248.52,0,-1.743565413
9/2/86,248.52,250.08,-1.743565413,0.627716079
9/3/86,250.08,253.83,0.627716079,1.499520154
9/4/86,253.83,250.47,1.499520154,-1.3237206
9/5/86,250.47,248.14,-1.3237206,-0.930251128
9/8/86,248.14,247.67,-0.930251128,-0.189409204
9/9/86,247.67,247.06,-0.189409204,-0.246295474
9/10/86,247.06,235.18,-0.246295474,-4.808548531
9/11/86,235.18,230.67,-4.808548531,-1.917680075
9/12/86,230.67,231.94,-1.917680075,0.550570078
9/15/86,231.94,231.72,0.550570078,-0.094852117
9/16/86,231.72,231.68,-0.094852117,-0.017262213
9/17/86,231.68,232.31,-0.017262213,0.271926796
9/18/86,232.31,232.21,0.271926796,-0.04304593
9/19/86,232.21,234.93,-0.04304593,1.171353516
9/22/86,234.93,235.67,1.171353516,0.314987443
9/23/86,235.67,236.28,0.314987443,0.258836509
9/24/86,236.28,231.83,0.258836509,-1.883358727
9/25/86,231.83,232.23,-1.883358727,0.172540223
9/26/86,232.23,229.91,0.172540223,-0.999009603
9/29/86,229.91,231.32,-0.999009603,0.613283459
9/30/86,231.32,233.6,0.613283459,0.985647588
10/1/86,233.6,233.92,0.985647588,0.136986301
10/2/86,233.92,233.71,0.136986301,-0.089774282
10/3/86,233.71,234.78,-0.089774282,0.457832356
10/6/86,234.78,234.41,0.457832356,-0.157594344
10/7/86,234.41,236.68,-0.157594344,0.968388721
10/8/86,236.68,235.85,0.968388721,-0.350684468
10/9/86,235.85,235.48,-0.350684468,-0.156879372
10/10/86,235.48,235.91,-0.156879372,0.182605741
10/13/86,235.91,235.37,0.182605741,-0.228900852
10/14/86,235.37,238.8,-0.228900852,1.457280027
10/15/86,238.8,239.53,1.457280027,0.305695142
10/16/86,239.53,238.84,0.305695142,-0.288064126
10/17/86,238.84,235.97,-0.288064126,-1.201641266
10/20/86,235.97,235.88,-1.201641266,-0.038140442
10/21/86,235.88,236.26,-0.038140442,0.161098864
10/22/86,236.26,239.28,0.161098864,1.278252772
10/23/86,239.28,238.26,1.278252772,-0.426278837
10/24/86,238.26,238.77,-0.426278837,0.214051876
10/27/86,238.77,239.26,0.214051876,0.205218411
10/28/86,239.26,240.94,0.205218411,0.702165009
10/29/86,240.94,243.71,0.702165009,1.149663817
10/30/86,243.71,243.98,1.149663817,0.110787411
10/31/86,243.98,245.8,0.110787411,0.745962784
11/3/86,245.8,246.2,0.745962784,0.16273393
11/4/86,246.2,246.58,0.16273393,0.15434606
11/5/86,246.58,245.87,0.15434606,-0.287939006
11/6/86,245.87,245.77,-0.287939006,-0.0406719
11/7/86,245.77,246.13,-0.0406719,0.146478415
11/10/86,246.13,247.08,0.146478415,0.385974891
11/11/86,247.08,246.64,0.385974891,-0.178079974
11/12/86,246.64,243.02,-0.178079974,-1.467726241
11/13/86,243.02,244.5,-1.467726241,0.609003374
11/14/86,244.5,243.21,0.609003374,-0.527607362
11/17/86,243.21,236.78,-0.527607362,-2.643805765
11/18/86,236.78,237.66,-2.643805765,0.371653011
11/19/86,237.66,242.05,0.371653011,1.847176639
11/20/86,242.05,245.86,1.847176639,1.574054947
11/21/86,245.86,247.45,1.574054947,0.646709509
11/24/86,247.45,248.17,0.646709509,0.290967872
11/25/86,248.17,248.77,0.290967872,0.241769755
11/26/86,248.77,248.77,0.241769755,0
11/27/86,248.77,249.22,0,0.180889979
11/28/86,249.22,249.05,0.180889979,-0.068212824
12/1/86,249.05,254,-0.068212824,1.9875527
12/2/86,254,253.85,1.9875527,-0.059055118
12/3/86,253.85,253.04,-0.059055118,-0.319086074
12/4/86,253.04,251.17,-0.319086074,-0.739013595
12/5/86,251.17,251.16,-0.739013595,-0.003981367
12/8/86,251.16,249.28,-0.003981367,-0.748526835
12/9/86,249.28,250.96,-0.748526835,0.67394095
12/10/86,250.96,248.17,0.67394095,-1.111730953
12/11/86,248.17,247.35,-1.111730953,-0.330418665
12/12/86,247.35,248.21,-0.330418665,0.347685466
12/15/86,248.21,250.04,0.347685466,0.737278917
12/16/86,250.04,247.56,0.737278917,-0.991841305
12/17/86,247.56,246.78,-0.991841305,-0.315075133
12/18/86,246.78,249.73,-0.315075133,1.19539671
12/19/86,249.73,248.75,1.19539671,-0.392423818
12/22/86,248.75,246.34,-0.392423818,-0.968844221
12/23/86,246.34,246.75,-0.968844221,0.166436632
12/24/86,246.75,246.75,0.166436632,0
12/25/86,246.75,246.92,0,0.068895643
12/26/86,246.92,244.67,0.068895643,-0.911226308
12/29/86,244.67,243.37,-0.911226308,-0.531327911
12/30/86,243.37,242.17,-0.531327911,-0.493076386
12/31/86,242.17,242.17,-0.493076386,0
1/1/87,242.17,246.45,0,1.767353512
1/2/87,246.45,252.19,1.767353512,2.329072834
1/5/87,252.19,252.78,2.329072834,0.233950593
1/6/87,252.78,255.33,0.233950593,1.00878234
1/7/87,255.33,257.29,1.00878234,0.767634042
1/8/87,257.29,258.73,0.767634042,0.559679739
1/9/87,258.73,260.3,0.559679739,0.606810188
1/12/87,260.3,259.95,0.606810188,-0.134460238
1/13/87,259.95,262.64,-0.134460238,1.034814387
1/14/87,262.64,265.49,1.034814387,1.085135547
1/15/87,265.49,266.28,1.085135547,0.297562997
1/16/87,266.28,269.34,0.297562997,1.149166291
1/19/87,269.34,269.04,1.149166291,-0.111383382
1/20/87,269.04,267.84,-0.111383382,-0.44603033
1/21/87,267.84,273.91,-0.44603033,2.266278375
1/22/87,273.91,270.1,2.266278375,-1.390967836
1/23/87,270.1,269.61,-1.390967836,-0.181414291
1/26/87,269.61,273.75,-0.181414291,1.535551352
1/27/87,273.75,275.4,1.535551352,0.602739726
1/28/87,275.4,274.24,0.602739726,-0.421205519
1/29/87,274.24,274.08,-0.421205519,-0.058343057
1/30/87,274.08,276.45,-0.058343057,0.864711033
2/2/87,276.45,275.99,0.864711033,-0.16639537
2/3/87,275.99,279.64,-0.16639537,1.322511685
2/4/87,279.64,281.16,1.322511685,0.543556001
2/5/87,281.16,280.04,0.543556001,-0.398349694
2/6/87,280.04,278.16,-0.398349694,-0.671332667
2/9/87,278.16,275.07,-0.671332667,-1.110871441
2/10/87,275.07,277.54,-1.110871441,0.897953248
2/11/87,277.54,275.62,0.897953248,-0.691792174
2/12/87,275.62,279.7,-0.691792174,1.480298962
2/13/87,279.7,279.7,1.480298962,0
2/16/87,279.7,285.49,0,2.07007508
2/17/87,285.49,285.42,2.07007508,-0.024519248
2/18/87,285.42,285.57,-0.024519248,0.052554131
2/19/87,285.57,285.48,0.052554131,-0.031515916
2/20/87,285.48,282.38,-0.031515916,-1.08589043
2/23/87,282.38,282.88,-1.08589043,0.177066364
2/24/87,282.88,284,0.177066364,0.395927602
2/25/87,284,282.96,0.395927602,-0.366197183
2/26/87,282.96,284.2,-0.366197183,0.438224484
2/27/87,284.2,283,0.438224484,-0.422237861
3/2/87,283,284.12,-0.422237861,0.395759717
3/3/87,284.12,288.62,0.395759717,1.583837815
3/4/87,288.62,290.52,1.583837815,0.658305038
3/5/87,290.52,290.66,0.658305038,0.048189453
3/6/87,290.66,288.3,0.048189453,-0.811945228
3/9/87,288.3,290.86,-0.811945228,0.887963926
3/10/87,290.86,290.31,0.887963926,-0.18909441
3/11/87,290.31,291.22,-0.18909441,0.313458028
3/12/87,291.22,289.89,0.313458028,-0.456699403
3/13/87,289.89,288.23,-0.456699403,-0.572630998
3/16/87,288.23,292.47,-0.572630998,1.471047427
3/17/87,292.47,292.78,1.471047427,0.105993777
3/18/87,292.78,294.08,0.105993777,0.4440194
3/19/87,294.08,298.17,0.4440194,1.39077802
3/20/87,298.17,301.16,1.39077802,1.002783647
3/23/87,301.16,301.64,1.002783647,0.159383716
3/24/87,301.64,300.38,0.159383716,-0.417716483
3/25/87,300.38,300.93,-0.417716483,0.183101405
3/26/87,300.93,296.13,0.183101405,-1.595055328
3/27/87,296.13,289.2,-1.595055328,-2.340188431
3/30/87,289.2,291.7,-2.340188431,0.864453665
3/31/87,291.7,292.39,0.864453665,0.236544395
4/1/87,292.39,293.63,0.236544395,0.424091111
4/2/87,293.63,300.41,0.424091111,2.309028369
4/3/87,300.41,301.95,2.309028369,0.512632735
4/6/87,301.95,296.69,0.512632735,-1.742010267
4/7/87,296.69,297.26,-1.742010267,0.192119721
4/8/87,297.26,292.86,0.192119721,-1.480185696
4/9/87,292.86,292.49,-1.480185696,-0.126340231
4/10/87,292.49,285.62,-0.126340231,-2.34879825
4/13/87,285.62,279.16,-2.34879825,-2.261746376
4/14/87,279.16,284.44,-2.261746376,1.891388451
4/15/87,284.44,286.91,1.891388451,0.868372943
4/16/87,286.91,286.91,0.868372943,0
4/17/87,286.91,286.09,0,-0.285803911
4/20/87,286.09,293.07,-0.285803911,2.439791674
4/21/87,293.07,287.19,2.439791674,-2.006346607
4/22/87,287.19,286.82,-2.006346607,-0.128834569
4/23/87,286.82,281.52,-0.128834569,-1.847848825
4/24/87,281.52,281.83,-1.847848825,0.11011651
4/27/87,281.83,282.51,0.11011651,0.241280204
4/28/87,282.51,284.57,0.241280204,0.729177728
4/29/87,284.57,288.36,0.729177728,1.331833995
4/30/87,288.36,288.03,1.331833995,-0.114440283
5/1/87,288.03,289.36,-0.114440283,0.461757456
5/4/87,289.36,295.34,0.461757456,2.066629804
5/5/87,295.34,295.47,2.066629804,0.044017065
5/6/87,295.47,294.71,0.044017065,-0.257217315
5/7/87,294.71,293.37,-0.257217315,-0.454684266
5/8/87,293.37,291.57,-0.454684266,-0.613559669
5/11/87,291.57,293.3,-0.613559669,0.593339507
5/12/87,293.3,293.98,0.593339507,0.231844528
5/13/87,293.98,294.24,0.231844528,0.088441391
5/14/87,294.24,287.43,0.088441391,-2.314437194
5/15/87,287.43,286.65,-2.314437194,-0.271370421
5/18/87,286.65,279.62,-0.271370421,-2.452468167
5/19/87,279.62,278.21,-2.452468167,-0.504255776
5/20/87,278.21,280.17,-0.504255776,0.704503792
5/21/87,280.17,282.16,0.704503792,0.710283042
5/22/87,282.16,282.16,0.710283042,0
5/25/87,282.16,289.11,0,2.46314148
5/26/87,289.11,288.73,2.46314148,-0.131437861
5/27/87,288.73,290.76,-0.131437861,0.703079001
5/28/87,290.76,290.1,0.703079001,-0.226991333
5/29/87,290.1,289.83,-0.226991333,-0.093071355
6/1/87,289.83,288.46,-0.093071355,-0.472690888
6/2/87,288.46,293.47,-0.472690888,1.736809263
6/3/87,293.47,295.09,1.736809263,0.552015538
6/4/87,295.09,293.45,0.552015538,-0.555762649
6/5/87,293.45,296.72,-0.555762649,1.114329528
6/8/87,296.72,297.28,1.114329528,0.188730116
6/9/87,297.28,297.47,0.188730116,0.063912809
6/10/87,297.47,298.73,0.063912809,0.423572125
6/11/87,298.73,301.62,0.423572125,0.967428782
6/12/87,301.62,303.14,0.967428782,0.503945362
6/15/87,303.14,304.76,0.503945362,0.534406545
6/16/87,304.76,304.81,0.534406545,0.016406353
