,SP500,logSP500
11/6/03,1058.05,0.002568896
11/7/03,1053.21,-0.001991218
11/10/03,1047.11,-0.002522667
11/11/03,1046.57,-0.000224026
11/12/03,1058.56,0.004947198
11/13/03,1058.41,-6.15447E-05
11/14/03,1050.35,-0.003319895
11/17/03,1043.63,-0.002787485
11/18/03,1034.15,-0.003963018
11/19/03,1042.44,0.003467531
11/20/03,1033.65,-0.003677559
11/21/03,1035.28,0.000684315
11/24/03,1052.08,0.006990941
11/25/03,1053.89,0.000746519
11/26/03,1058.45,0.001875064
11/27/03,1058.45,0
11/28/03,1058.2,-0.00010259
12/1/03,1070.12,0.004864724
12/2/03,1066.62,-0.001422758
12/3/03,1064.73,-0.000770232
12/4/03,1069.72,0.002030625
12/5/03,1061.5,-0.003350117
12/8/03,1069.3,0.003179568
12/9/03,1060.18,-0.00371996
12/10/03,1059.05,-0.000463143
12/11/03,1071.21,0.004958154
12/12/03,1074.14,0.001186271
12/15/03,1068.04,-0.002473372
12/16/03,1075.13,0.002873462
12/17/03,1076.48,0.000544985
12/18/03,1089.18,0.005093693
12/19/03,1088.67,-0.000203403
12/22/03,1092.94,0.001700065
12/23/03,1096.02,0.001222158
12/24/03,1094.04,-0.000785278
12/25/03,1094.04,0
12/26/03,1095.89,0.000733763
12/29/03,1109.48,0.005352514
12/30/03,1109.64,6.26258E-05
12/31/03,1111.92,0.000891438
1/1/04,1111.92,0
1/2/04,1108.48,-0.00134568
1/5/04,1122.22,0.005350143
1/6/04,1123.67,0.000560782
1/7/04,1126.33,0.001026866
1/8/04,1131.92,0.002150082
1/9/04,1121.85,-0.003880941
1/12/04,1127.23,0.002077746
1/13/04,1121.22,-0.002321703
1/14/04,1130.52,0.003587414
1/15/04,1132.05,0.000587359
1/16/04,1139.83,0.002974474
1/19/04,1139.83,0
1/20/04,1138.77,-0.000404066
1/21/04,1147.62,0.003362091
1/22/04,1143.94,-0.001394862
1/23/04,1141.55,-0.000908308
1/26/04,1155.37,0.005226148
1/27/04,1144.05,-0.004276081
1/28/04,1128.48,-0.005951139
1/29/04,1134.11,0.002161313
1/30/04,1131.13,-0.001142659
2/2/04,1135.26,0.001582815
2/3/04,1136.03,0.000294464
2/4/04,1126.52,-0.003650894
2/5/04,1128.59,0.000797291
2/6/04,1142.76,0.005418833
2/9/04,1139.81,-0.001122567
2/10/04,1145.54,0.002177796
2/11/04,1157.76,0.004608282
2/12/04,1152.11,-0.002124595
2/13/04,1145.81,-0.002381338
2/16/04,1145.81,0
2/17/04,1156.99,0.004216997
2/18/04,1151.82,-0.00194499
2/19/04,1147.06,-0.00179848
2/20/04,1144.11,-0.001118354
2/23/04,1140.99,-0.001185943
2/24/04,1139.09,-0.000723799
2/25/04,1143.67,0.00174269
2/26/04,1144.91,0.00047062
2/27/04,1144.94,1.13796E-05
3/1/04,1155.96,0.004160078
3/2/04,1149.1,-0.002584982
3/3/04,1151.04,0.000732591
3/4/04,1154.88,0.001446444
3/5/04,1156.87,0.000747699
3/8/04,1147.21,-0.003641635
3/9/04,1140.58,-0.002517172
3/10/04,1123.89,-0.006401945
3/11/04,1106.78,-0.006662504
3/12/04,1120.57,0.005377689
3/15/04,1104.49,-0.006277203
3/16/04,1110.7,0.002434984
3/17/04,1123.75,0.005072933
3/18/04,1122.32,-0.000553003
3/19/04,1109.78,-0.004879808
3/22/04,1095.4,-0.005664157
3/23/04,1093.95,-0.000575264
3/24/04,1091.33,-0.001041379
3/25/04,1109.19,0.007049852
3/26/04,1108.06,-0.000442668
3/29/04,1122.47,0.005611465
3/30/04,1127,0.001749174
3/31/04,1126.21,-0.000304537
4/1/04,1132.17,0.002292264
4/2/04,1141.81,0.003682199
4/5/04,1150.57,0.003319204
4/6/04,1148.16,-0.000910633
4/7/04,1140.53,-0.002895699
4/8/04,1139.32,-0.000460992
4/9/04,1139.32,0
4/12/04,1145.2,0.002235618
4/13/04,1129.44,-0.006018175
4/14/04,1128.17,-0.000488618
4/15/04,1128.84,0.000257843
4/16/04,1134.61,0.002214217
4/19/04,1135.82,0.000462905
4/20/04,1118.15,-0.006809444
4/21/04,1124.09,0.002301016
4/22/04,1139.93,0.006077099
4/23/04,1140.6,0.000255184
4/26/04,1135.53,-0.001934755
4/27/04,1138.11,0.000985627
4/28/04,1122.41,-0.006032712
4/29/04,1113.89,-0.003309222
4/30/04,1107.3,-0.002577005
5/3/04,1117.49,0.003978346
5/4/04,1119.55,0.000799849
5/5/04,1121.53,0.000767401
5/6/04,1113.99,-0.002929603
5/7/04,1098.7,-0.006002168
5/10/04,1087.12,-0.004601639
5/11/04,1095.45,0.003315074
5/12/04,1097.28,0.000724904
5/13/04,1096.44,-0.000332592
5/14/04,1095.7,-0.000293209
5/17/04,1084.1,-0.004622317
5/18/04,1091.49,0.002950417
5/19/04,1088.68,-0.001119517
5/20/04,1089.19,0.000203401
5/21/04,1093.56,0.001738971
5/24/04,1095.41,0.000734085
5/25/04,1113.05,0.006937973
5/26/04,1114.94,0.000736823
5/27/04,1121.28,0.002462579
5/28/04,1120.68,-0.000232454
5/31/04,1120.68,0
6/1/04,1121.2,0.000201468
6/2/04,1124.99,0.001465573
6/3/04,1116.64,-0.003235481
6/4/04,1122.5,0.002273169
6/7/04,1140.42,0.006878475
6/8/04,1142.18,0.000669726
6/9/04,1131.33,-0.004145248
6/10/04,1136.47,0.001968672
6/11/04,1136.47,0
6/14/04,1125.29,-0.004293516
6/15/04,1132.01,0.002585804
6/16/04,1133.56,0.000594249
6/17/04,1132.05,-0.000578903
6/18/04,1135.02,0.001137905
6/21/04,1130.3,-0.001809787
6/22/04,1134.41,0.001576319
6/23/04,1144.06,0.003678755
6/24/04,1140.65,-0.001296397
6/25/04,1134.43,-0.002374702
6/28/04,1133.35,-0.000413654
6/29/04,1136.2,0.001090736
6/30/04,1140.84,0.001769955
7/1/04,1128.94,-0.004553879
7/2/04,1125.38,-0.001371668
7/5/04,1125.38,0
7/6/04,1116.21,-0.003553284
7/7/04,1118.33,0.000824066
7/8/04,1109.11,-0.003595354
7/9/04,1112.81,0.001446399
7/12/04,1114.35,0.000600598
7/13/04,1115.14,0.000307777
7/14/04,1111.47,-0.001431649
7/15/04,1106.69,-0.001871759
7/16/04,1101.39,-0.002084857
7/19/04,1100.9,-0.000193257
7/20/04,1108.67,0.003054424
7/21/04,1093.88,-0.005832614
7/22/04,1096.84,0.001173598
7/23/04,1086.2,-0.004233482
7/26/04,1084.07,-0.000852472
7/27/04,1094.83,0.004289363
7/28/04,1095.42,0.000233977
7/29/04,1100.43,0.001981756
7/30/04,1101.72,0.000508812
8/2/04,1106.62,0.001927282
8/3/04,1099.69,-0.002728239
8/4/04,1098.63,-0.000418822
8/5/04,1080.7,-0.007146303
8/6/04,1063.97,-0.006775769
8/9/04,1065.22,0.000509929
8/10/04,1079.04,0.005598232
8/11/04,1075.79,-0.001310041
8/12/04,1063.23,-0.005100281
8/13/04,1064.8,0.00064082
8/16/04,1079.34,0.00589023
8/17/04,1081.71,0.000952572
8/18/04,1095.17,0.005370694
8/19/04,1091.23,-0.001565242
8/20/04,1098.35,0.002824457
8/23/04,1095.68,-0.00105702
8/24/04,1096.19,0.000202102
8/25/04,1104.96,0.003460721
8/26/04,1105.09,5.10923E-05
8/27/04,1107.77,0.001051951
8/30/04,1099.15,-0.003392635
8/31/04,1104.24,0.002006511
9/1/04,1105.91,0.00065631
9/2/04,1118.31,0.004842423
9/3/04,1113.63,-0.001821287
9/6/04,1113.63,0
9/7/04,1121.3,0.0029809
9/8/04,1116.27,-0.001952569
9/9/04,1118.38,0.000820139
9/10/04,1123.92,0.002146008
9/13/04,1125.82,0.00073356
9/14/04,1128.33,0.000967176
9/15/04,1120.37,-0.003074664
9/16/04,1123.5,0.001211605
9/17/04,1128.55,0.001947728
9/20/04,1122.2,-0.002450541
9/21/04,1129.3,0.002739064
9/22/04,1113.56,-0.006095706
9/23/04,1108.36,-0.002032778
9/24/04,1110.11,0.000685171
9/27/04,1103.52,-0.002585806
9/28/04,1110.06,0.002566245
9/29/04,1114.8,0.001850507
9/30/04,1114.58,-8.57142E-05
10/1/04,1131.5,0.006543312
10/4/04,1135.17,0.001406347
10/5/04,1134.48,-0.000264061
10/6/04,1142.05,0.002888274
10/7/04,1130.65,-0.004356931
10/8/04,1122.14,-0.003281143
10/11/04,1124.39,0.000869931
10/12/04,1121.84,-0.000986053
10/13/04,1113.65,-0.0031822
10/14/04,1103.29,-0.00405904
10/15/04,1108.2,0.001928464
10/18/04,1114.02,0.002274842
10/19/04,1103.23,-0.004226925
10/20/04,1103.66,0.00016924
10/21/04,1106.49,0.001112191
10/22/04,1095.74,-0.004239977
10/25/04,1094.81,-0.00036876
10/26/04,1111.09,0.006410483
10/27/04,1125.4,0.005557672
10/28/04,1127.44,0.000786528
10/29/04,1130.2,0.001061864
11/1/04,1130.51,0.000119105
11/2/04,1130.54,1.15246E-05
11/3/04,1143.2,0.004836283
11/4/04,1161.67,0.006960558
11/5/04,1166.17,0.001679091
11/8/04,1164.89,-0.000476948
11/9/04,1164.08,-0.000302089
11/10/04,1162.91,-0.000436723
11/11/04,1173.48,0.003929587
11/12/04,1184.17,0.003938362
11/15/04,1183.81,-0.00013205
11/16/04,1175.43,-0.003085233
11/17/04,1181.94,0.00239866
11/18/04,1183.55,0.000591179
11/19/04,1170.34,-0.004874561
11/22/04,1177.24,0.002552961
11/23/04,1176.94,-0.000110687
11/24/04,1181.76,0.001774963
11/25/04,1181.76,0
11/26/04,1182.65,0.00032695
11/29/04,1178.57,-0.001500854
11/30/04,1173.82,-0.001753877
12/1/04,1191.37,0.006445155
12/2/04,1190.33,-0.000379281
12/3/04,1191.17,0.000306368
12/6/04,1190.25,-0.000335557
12/7/04,1177.07,-0.004835899
12/8/04,1182.81,0.002112697
12/9/04,1189.24,0.002354521
12/10/04,1188,-0.000453068
12/13/04,1198.68,0.003886819
12/14/04,1203.38,0.00169953
12/15/04,1205.72,0.000843676
12/16/04,1203.21,-0.000905032
12/17/04,1194.22,-0.003257093
12/20/04,1194.65,0.000156347
12/21/04,1205.45,0.003908514
12/22/04,1209.57,0.001481806
12/23/04,1210.13,0.000201021
12/24/04,1210.13,0
12/27/04,1204.92,-0.001873814
12/28/04,1213.54,0.003095883
12/29/04,1213.45,-3.22099E-05
12/30/04,1213.55,3.57886E-05
12/31/04,1211.92,-0.000583722
1/3/05,1202.08,-0.003540581
1/4/05,1188.04,-0.005102308
1/5/05,1183.74,-0.00157474
1/6/05,1187.89,0.001519903
1/7/05,1186.19,-0.000621968
1/10/05,1190.25,0.001483932
1/11/05,1182.99,-0.002657117
1/12/05,1187.7,0.001725683
1/13/05,1177.45,-0.003764282
1/14/05,1184.52,0.002599924
1/17/05,1184.52,0
1/18/05,1195.98,0.004181519
1/19/05,1184.63,-0.00414119
1/20/05,1175.41,-0.003393345
1/21/05,1167.87,-0.002794879
1/24/05,1163.75,-0.001534809
1/25/05,1168.41,0.001735571
1/26/05,1174.07,0.002098726
1/27/05,1174.55,0.000177518
1/28/05,1171.36,-0.00118112
1/31/05,1181.27,0.003658785
2/1/05,1189.41,0.002982411
2/2/05,1193.19,0.001378019
2/3/05,1189.89,-0.00120279
2/4/05,1203.03,0.004769643
2/7/05,1201.72,-0.000473168
2/8/05,1202.3,0.000209558
2/9/05,1191.99,-0.003740235
2/10/05,1197.01,0.001825167
2/11/05,1205.3,0.002997378
2/14/05,1206.14,0.000302564
2/15/05,1210.12,0.001430718
2/16/05,1210.34,7.89476E-05
2/17/05,1200.75,-0.003454791
2/18/05,1201.59,0.00030371
2/21/05,1201.59,0
2/22/05,1184.16,-0.006345918
2/23/05,1190.8,0.002428439
2/24/05,1200.2,0.003414796
2/25/05,1211.37,0.004023192
2/28/05,1203.6,-0.002794635
3/1/05,1210.41,0.002450324
3/2/05,1210.08,-0.00011842
3/3/05,1210.47,0.000139947
3/4/05,1222.12,0.004159821
3/7/05,1225.31,0.001132127
3/8/05,1219.43,-0.002089103
3/9/05,1207.01,-0.004446007
3/10/05,1209.25,0.000805228
3/11/05,1200.07,-0.003309517
3/14/05,1206.83,0.002439518
3/15/05,1197.75,-0.003279918
3/16/05,1188.07,-0.00352415
3/17/05,1190.21,0.000781565
3/18/05,1189.65,-0.000204386
3/21/05,1183.78,-0.002148211
3/22/05,1171.71,-0.004450862
3/23/05,1172.53,0.000303827
3/24/05,1171.42,-0.000411329
3/25/05,1171.42,0
3/28/05,1174.28,0.00105903
3/29/05,1165.36,-0.003311557
3/30/05,1181.41,0.005940535
3/31/05,1180.59,-0.000301542
4/1/05,1172.92,-0.002830709
4/4/05,1176.12,0.001183244
4/5/05,1181.39,0.001941655
4/6/05,1184.07,0.000984087
4/7/05,1191.14,0.002585431
4/8/05,1181.2,-0.003639371
4/11/05,1181.21,3.67671E-06
4/12/05,1187.76,0.002401581
4/13/05,1173.79,-0.00513829
4/14/05,1162.05,-0.00436559
4/15/05,1142.62,-0.007322994
4/18/05,1145.98,0.001275217
4/19/05,1152.78,0.002569395
4/20/05,1137.5,-0.005795028
4/21/05,1159.95,0.008487864
4/22/05,1152.12,-0.002941553
4/25/05,1162.1,0.003745785
4/26/05,1151.74,-0.003889051
4/27/05,1156.38,0.001746122
4/28/05,1143.22,-0.004970758
4/29/05,1156.85,0.005147237
5/2/05,1162.16,0.001988873
5/3/05,1161.17,-0.000370117
5/4/05,1175.65,0.005382241
5/5/05,1172.63,-0.001117047
5/6/05,1171.35,-0.000474319
5/9/05,1178.84,0.002768182
5/10/05,1166.22,-0.004674379
5/11/05,1171.11,0.001817204
5/12/05,1159.36,-0.004379377
5/13/05,1154.05,-0.001993687
5/16/05,1165.69,0.004358446
5/17/05,1173.8,0.003011034
5/18/05,1185.56,0.004329433
5/19/05,1191.08,0.002017394
5/20/05,1189.28,-0.000656817
5/23/05,1193.86,0.001669286
5/24/05,1194.07,7.63857E-05
5/25/05,1190.01,-0.001479176
5/26/05,1197.62,0.002768429
5/27/05,1198.78,0.000420449
5/30/05,1198.78,0
5/31/05,1191.5,-0.002645442
6/1/05,1202.27,0.003907964
6/2/05,1204.29,0.00072907
6/3/05,1196.02,-0.002992638
6/6/05,1197.51,0.000540707
6/7/05,1197.26,-9.06756E-05
6/8/05,1194.67,-0.000940515
6/9/05,1200.93,0.002269736
6/10/05,1198.11,-0.001021001
6/13/05,1200.82,0.00098122
6/14/05,1203.91,0.001116109
6/15/05,1206.58,0.0009621
6/16/05,1210.96,0.001573676
6/17/05,1216.96,0.002146506
6/20/05,1216.1,-0.000307015
6/21/05,1213.61,-0.000890142
6/22/05,1213.88,9.66097E-05
6/23/05,1200.73,-0.004730394
6/24/05,1191.57,-0.003325801
6/27/05,1190.69,-0.000320854
6/28/05,1201.57,0.00395037
6/29/05,1199.85,-0.000622121
6/30/05,1191.33,-0.003094878
7/1/05,1194.44,0.001132261
7/4/05,1194.44,0
7/5/05,1204.99,0.003819104
7/6/05,1194.94,-0.003637344
7/7/05,1197.87,0.001063589
7/8/05,1211.86,0.005042763
7/11/05,1219.44,0.002707986
7/12/05,1222.21,0.000985396
7/13/05,1223.29,0.000383593
7/14/05,1226.5,0.001138127
7/15/05,1227.92,0.000502521
7/18/05,1221.13,-0.002408172
7/19/05,1229.35,0.002913645
7/20/05,1235.2,0.002061737
7/21/05,1227.04,-0.002878563
7/22/05,1233.68,0.002343804
7/25/05,1229.03,-0.00164004
7/26/05,1231.16,0.000752013
7/27/05,1236.79,0.001981468
7/28/05,1243.72,0.002426653
7/29/05,1234.18,-0.003344114
8/1/05,1235.35,0.000411515
8/2/05,1244.12,0.003072252
8/3/05,1245.04,0.000321033
8/4/05,1235.86,-0.003214028
8/5/05,1226.42,-0.003330052
8/8/05,1223.13,-0.001166606
8/9/05,1231.38,0.002919477
8/10/05,1229.13,-0.000794277
8/11/05,1237.81,0.003056168
8/12/05,1230.39,-0.002611194
8/15/05,1233.87,0.001226612
8/16/05,1219.34,-0.005144584
8/17/05,1220.24,0.000320436
8/18/05,1219.02,-0.000434426
8/19/05,1219.71,0.000245753
8/22/05,1221.73,0.000718654
8/23/05,1217.57,-0.001481299
8/24/05,1209.59,-0.002855751
8/25/05,1212.39,0.001004158
8/26/05,1205.1,-0.002619259
8/29/05,1212.28,0.002579854
8/30/05,1208.41,-0.00138863
8/31/05,1220.33,0.004262977
9/1/05,1221.59,0.000448181
9/2/05,1218.02,-0.001271049
9/5/05,1218.02,0
9/6/05,1233.39,0.005446003
9/7/05,1236.36,0.001044523
9/8/05,1231.67,-0.001650583
9/9/05,1241.48,0.003445364
9/12/05,1240.56,-0.000321954
9/13/05,1231.2,-0.003289167
9/14/05,1227.16,-0.001427416
9/15/05,1227.73,0.000201677
9/16/05,1237.91,0.003586203
9/19/05,1231.02,-0.002423962
9/20/05,1221.34,-0.003428528
9/21/05,1210.2,-0.003979432
9/22/05,1214.62,0.001583279
9/23/05,1215.29,0.000239496
9/26/05,1215.63,0.000121485
9/27/05,1215.66,1.07176E-05
9/28/05,1216.89,0.000439195
9/29/05,1227.68,0.003833859
9/30/05,1228.81,0.000399556
10/3/05,1226.7,-0.000746372
10/4/05,1214.47,-0.004351574
10/5/05,1196.39,-0.006514017
10/6/05,1191.49,-0.001782373
10/7/05,1195.9,0.001604464
10/10/05,1187.33,-0.003123425
10/11/05,1184.87,-0.000900738
10/12/05,1177.68,-0.002643404
10/13/05,1176.84,-0.000309878
10/14/05,1186.57,0.003575943
10/17/05,1190.1,0.001290091
10/18/05,1178.14,-0.004386554
10/19/05,1195.76,0.00644712
10/20/05,1177.8,-0.006572472
10/21/05,1179.59,0.000659532
10/24/05,1199.38,0.00722572
10/25/05,1196.54,-0.001029581
10/26/05,1191.38,-0.001876916
10/27/05,1178.9,-0.004573338
10/28/05,1198.41,0.007128457
10/31/05,1207.01,0.003105444
11/1/05,1202.76,-0.001531892
11/2/05,1214.76,0.004311506
11/3/05,1219.94,0.001847989
11/4/05,1220.14,7.11935E-05
11/7/05,1222.81,0.000949317
11/8/05,1218.59,-0.001501372
11/9/05,1220.65,0.000733546
11/10/05,1230.96,0.003652785
11/11/05,1234.72,0.001324542
11/14/05,1233.76,-0.000337797
11/15/05,1229.01,-0.001675269
11/16/05,1231.21,0.000776718
11/17/05,1242.8,0.00406911
11/18/05,1248.27,0.001907289
11/21/05,1254.85,0.002283282
11/22/05,1261.23,0.002202477
11/23/05,1265.61,0.001505605
11/24/05,1265.61,0
11/25/05,1268.25,0.000904973
11/28/05,1257.46,-0.003710692
11/29/05,1257.48,6.90743E-06
11/30/05,1249.48,-0.002771777
12/1/05,1264.67,0.005247908
12/2/05,1265.08,0.000140773
12/5/05,1262.09,-0.001027664
12/6/05,1263.7,0.00055366
12/7/05,1257.36,-0.002184345
12/8/05,1255.84,-0.000525328
12/9/05,1259.37,0.001219032
12/12/05,1260.43,0.000365388
12/13/05,1267.43,0.002405251
12/14/05,1272.74,0.001815711
12/15/05,1270.94,-0.000614645
12/16/05,1267.32,-0.00123876
12/19/05,1259.92,-0.002543319
12/20/05,1259.62,-0.000103422
12/21/05,1262.79,0.001091586
12/22/05,1268.12,0.001829218
12/23/05,1268.66,0.000184895
12/26/05,1268.66,0
12/27/05,1256.54,-0.004168929
12/28/05,1258.17,0.000563007
12/29/05,1254.42,-0.001296356
12/30/05,1248.29,-0.002127478
1/2/06,1248.29,0
1/3/06,1268.8,0.007077679
1/4/06,1273.46,0.001592138
1/5/06,1273.48,6.82065E-06
1/6/06,1285.45,0.00406306
1/9/06,1290.15,0.001585018
1/10/06,1289.69,-0.000154874
1/11/06,1294.18,0.001509352
1/12/06,1286.06,-0.002733453
1/13/06,1287.61,0.00052311
1/16/06,1287.61,0
1/17/06,1282.93,-0.00158138
1/18/06,1277.93,-0.001695895
1/19/06,1285.04,0.002409581
1/20/06,1261.49,-0.008032834
1/23/06,1263.82,0.000801412
1/24/06,1266.86,0.0010434
1/25/06,1264.68,-0.000747973
1/26/06,1273.83,0.003130822
1/27/06,1283.72,0.003358835
1/30/06,1285.2,0.000500409
1/31/06,1280.08,-0.001733605
2/1/06,1282.46,0.000806716
2/2/06,1270.84,-0.003952952
2/3/06,1264.03,-0.002333494
2/6/06,1265.02,0.00034001
2/7/06,1254.78,-0.003529804
2/8/06,1265.65,0.003746036
2/9/06,1263.77,-0.000645582
2/10/06,1266.99,0.001105145
2/13/06,1262.86,-0.00141798
2/14/06,1275.53,0.00433547
2/15/06,1280,0.001519292
2/16/06,1289.38,0.00317096
2/17/06,1287.24,-0.000721403
2/20/06,1287.24,0
2/21/06,1283.03,-0.001422715
2/22/06,1292.67,0.003250859
2/23/06,1287.79,-0.001642622
2/24/06,1289.43,0.000552722
2/27/06,1294.12,0.001576779
2/28/06,1280.66,-0.004540704
3/1/06,1291.24,0.003573126
3/2/06,1289.14,-0.000706887
3/3/06,1287.23,-0.000643931
3/6/06,1278.26,-0.003036954
3/7/06,1275.88,-0.000809369
3/8/06,1278.47,0.000880712
3/9/06,1272.23,-0.002124909
3/10/06,1281.58,0.003180089
3/13/06,1284.13,0.000863271
3/14/06,1297.48,0.00449168
3/15/06,1303.02,0.00185041
3/16/06,1305.33,0.000769238
3/17/06,1307.25,0.000638331
3/20/06,1305.08,-0.000721516
3/21/06,1297.23,-0.002620151
3/22/06,1305.04,0.002606839
3/23/06,1301.67,-0.001122928
3/24/06,1302.95,0.000426855
3/27/06,1301.6,-0.00045021
3/28/06,1293.23,-0.002801769
3/29/06,1302.89,0.00323198
3/30/06,1300.25,-0.000880888
3/31/06,1294.83,-0.001814109
4/3/06,1297.81,0.000998363
4/4/06,1305.93,0.002708782
4/5/06,1311.56,0.001868264
4/6/06,1309.04,-0.000835246
4/7/06,1295.5,-0.0045155
4/10/06,1296.6,0.0003686
4/11/06,1286.57,-0.003372597
4/12/06,1288.12,0.000522903
4/13/06,1289.12,0.000337023
4/14/06,1289.12,0
4/17/06,1285.33,-0.001278702
4/18/06,1307.65,0.007476874
4/19/06,1309.93,0.00075657
4/20/06,1311.46,0.000506961
4/21/06,1311.28,-5.96117E-05
4/24/06,1308.11,-0.001051172
4/25/06,1301.74,-0.002120016
4/26/06,1305.41,0.001222685
4/27/06,1309.72,0.001431524
4/28/06,1310.61,0.000295018
5/1/06,1305.19,-0.00179974
5/2/06,1313.21,0.002660444
5/3/06,1307.85,-0.001776244
5/4/06,1312.25,0.001458645
5/5/06,1325.76,0.00444833
5/8/06,1324.66,-0.000360489
5/9/06,1325.14,0.000157341
5/10/06,1322.85,-0.000751162
5/11/06,1305.92,-0.005594029
5/12/06,1291.24,-0.004909602
5/15/06,1294.5,0.001095084
5/16/06,1292.08,-0.000812651
5/17/06,1270.32,-0.007376268
5/18/06,1261.81,-0.002919171
5/19/06,1267.03,0.001792933
5/22/06,1262.07,-0.001703455
5/23/06,1256.58,-0.0018933
5/24/06,1258.57,0.000687232
5/25/06,1272.88,0.004910087
5/26/06,1280.16,0.00247679
5/29/06,1280.16,0
5/30/06,1259.84,-0.00694886
5/31/06,1270.09,0.003519104
6/1/06,1285.71,0.005308525
6/2/06,1288.22,0.000847016
6/5/06,1265.29,-0.007799962
6/6/06,1263.85,-0.000494543
6/7/06,1256.15,-0.00265403
6/8/06,1257.93,0.000614972
6/9/06,1252.3,-0.001948094
6/12/06,1236.4,-0.005549384
6/13/06,1223.69,-0.004487585
6/14/06,1230.04,0.002247824
6/15/06,1256.16,0.009125725
6/16/06,1251.54,-0.001600226
6/19/06,1240.14,-0.003974019
6/20/06,1240.12,-7.00402E-06
6/21/06,1252.2,0.004209988
6/22/06,1245.6,-0.0022951
6/23/06,1244.5,-0.000383699
6/26/06,1250.56,0.002109632
6/27/06,1239.2,-0.003963129
6/28/06,1246,0.002376638
6/29/06,1272.87,0.009266008
6/30/06,1270.2,-0.000911942
7/3/06,1280.19,0.003402322
7/4/06,1280.19,0
7/5/06,1270.91,-0.003159634
7/6/06,1274.08,0.001081901
7/7/06,1265.48,-0.002941413
7/10/06,1267.34,0.000637857
7/11/06,1272.52,0.001771474
7/12/06,1258.6,-0.004776889
7/13/06,1242.29,-0.005664738
7/14/06,1236.2,-0.00213425
7/17/06,1234.49,-0.000601163
7/18/06,1236.86,0.000832968
7/19/06,1259.81,0.007984507
7/20/06,1249.13,-0.003697413
7/21/06,1240.29,-0.003084397
7/24/06,1260.91,0.007160847
7/25/06,1268.88,0.002736463
7/26/06,1268.4,-0.000164319
7/27/06,1263.2,-0.001784116
7/28/06,1278.55,0.0052456
7/31/06,1276.66,-0.000642465
8/1/06,1270.92,-0.001957037
8/2/06,1278.55,0.002599502
8/3/06,1280.27,0.000583852
8/4/06,1279.36,-0.000308801
8/7/06,1275.77,-0.001220383
8/8/06,1271.48,-0.001462852
8/9/06,1265.95,-0.00189298
8/10/06,1271.81,0.002005682
8/11/06,1266.74,-0.001734751
8/14/06,1268.21,0.000503689
8/15/06,1285.58,0.005907934
8/16/06,1295.43,0.003314843
8/17/06,1297.48,0.000686722
8/18/06,1302.3,0.001610368
8/21/06,1297.52,-0.00159698
8/22/06,1298.82,0.000434907
8/23/06,1292.99,-0.001953801
8/24/06,1296.06,0.001029941
8/25/06,1295.09,-0.000325157
8/28/06,1301.78,0.002237645
8/29/06,1304.28,0.00083324
8/30/06,1304.27,-3.32978E-06
8/31/06,1303.82,-0.000149866
9/1/06,1311.01,0.002388366
9/4/06,1311.01,0
9/5/06,1313.25,0.000741405
9/6/06,1300.26,-0.004317207
9/7/06,1294.02,-0.002089214
9/8/06,1298.92,0.001641415
9/11/06,1299.54,0.000207248
9/12/06,1313.11,0.004511457
9/13/06,1318.07,0.001637367
9/14/06,1316.28,-0.000590193
9/15/06,1319.87,0.001182875
9/18/06,1321.18,0.000430833
9/19/06,1318.31,-0.000944444
9/20/06,1325.18,0.002257326
9/21/06,1318.03,-0.002349577
9/22/06,1314.78,-0.001072206
9/25/06,1326.37,0.003811601
9/26/06,1336.34,0.003252278
9/27/06,1336.59,8.12394E-05
9/28/06,1339.15,0.000831018
9/29/06,1335.85,-0.001071531
10/2/06,1331.32,-0.001475238
10/3/06,1334.11,0.000909183
10/4/06,1350.22,0.005212897
10/5/06,1353.22,0.000963871
10/6/06,1349.58,-0.001169774
10/9/06,1350.66,0.000347405
10/10/06,1353.42,0.000886552
10/11/06,1349.95,-0.001114907
10/12/06,1362.83,0.004124002
10/13/06,1365.62,0.000888183
10/16/06,1369.05,0.001089441
10/17/06,1364.05,-0.00158902
10/18/06,1365.96,0.000607692
10/19/06,1366.96,0.000317825
10/20/06,1368.6,0.000520729
10/23/06,1377.02,0.002663712
10/24/06,1377.38,0.000113525
10/25/06,1382.22,0.0015234
10/26/06,1389.08,0.002150086
10/27/06,1377.34,-0.003686098
10/30/06,1377.93,0.000185995
10/31/06,1377.94,3.15178E-06
11/1/06,1367.81,-0.003204533
11/2/06,1367.34,-0.000149256
11/3/06,1364.3,-0.00096664
11/6/06,1379.78,0.004899966
11/7/06,1382.84,0.000962088
11/8/06,1385.72,0.000903552
11/9/06,1378.33,-0.002322276
11/10/06,1380.9,0.000809021
11/13/06,1384.42,0.001105635
11/14/06,1393.22,0.002751836
11/15/06,1396.57,0.001043008
11/16/06,1399.76,0.00099087
11/17/06,1401.2,0.00044655
11/20/06,1400.5,-0.000217015
11/21/06,1402.81,0.00071574
11/22/06,1406.09,0.001014266
11/23/06,1406.09,0
11/24/06,1400.95,-0.001590484
11/27/06,1381.9,-0.005946019
11/28/06,1386.72,0.001512162
11/29/06,1399.48,0.003977917
11/30/06,1400.63,0.000356728
12/1/06,1396.71,-0.001217182
12/4/06,1409.12,0.003841736
12/5/06,1414.76,0.001734793
12/6/06,1412.9,-0.000571347
12/7/06,1407.29,-0.001727823
12/8/06,1409.84,0.000786227
